device,type,c,a,t,_t_sort,a_cmd,a_i,a_s,c_a,c_i,c_s,d,d_p,d_s,d_t,id,m_i,s_post,s_pre,sid,val
E2,sensor,177,motion_detected,2026-01-13 18:38:27,,,,motion_detected,,,177,E2,,,,,,,,E2_motion,1
E2,sensor,177,plate_captured,2026-01-13 18:38:30,,,,plate_captured,,,177,E2,,,,,,,,E2_camera,AAA118
E2,sensor,178,motion_detected,2026-01-13 18:38:57,,,,motion_detected,,,178,E2,,,,,,,,E2_motion,1
E2,sensor,178,plate_captured,2026-01-13 18:38:59,,,,plate_captured,,,178,E2,,,,,,,,E2_camera,AAA119
E2,sensor,179,motion_detected,2026-01-13 18:39:27,,,,motion_detected,,,179,E2,,,,,,,,E2_motion,1
E2,sensor,179,plate_captured,2026-01-13 18:39:28,,,,plate_captured,,,179,E2,,,,,,,,E2_camera,AAA120
E2,sensor,180,motion_detected,2026-01-13 18:39:57,,,,motion_detected,,,180,E2,,,,,,,,E2_motion,1
E2,sensor,180,plate_captured,2026-01-13 18:39:58,,,,plate_captured,,,180,E2,,,,,,,,E2_camera,AAA121
E2,sensor,181,motion_detected,2026-01-13 18:40:27,,,,motion_detected,,,181,E2,,,,,,,,E2_motion,1
E2,sensor,181,plate_captured,2026-01-13 18:40:30,,,,plate_captured,,,181,E2,,,,,,,,E2_camera,AAA122
E2,sensor,182,motion_detected,2026-01-13 18:40:57,,,,motion_detected,,,182,E2,,,,,,,,E2_motion,1
E2,sensor,183,motion_detected,2026-01-13 18:41:27,,,,motion_detected,,,183,E2,,,,,,,,E2_motion,1
E2,sensor,183,plate_captured,2026-01-13 18:41:28,,,,plate_captured,,,183,E2,,,,,,,,E2_camera,AAA124
E2,sensor,184,motion_detected,2026-01-13 18:41:57,,,,motion_detected,,,184,E2,,,,,,,,E2_motion,1
E2,sensor,184,plate_captured,2026-01-13 18:42:01,,,,plate_captured,,,184,E2,,,,,,,,E2_camera,AAA125
E2,sensor,185,motion_detected,2026-01-13 18:42:27,,,,motion_detected,,,185,E2,,,,,,,,E2_motion,1
E2,sensor,185,plate_captured,2026-01-13 18:42:31,,,,plate_captured,,,185,E2,,,,,,,,E2_camera,AAA126
E2,sensor,186,motion_detected,2026-01-13 18:42:57,,,,motion_detected,,,186,E2,,,,,,,,E2_motion,1
E2,sensor,186,plate_captured,2026-01-13 18:43:00,,,,plate_captured,,,186,E2,,,,,,,,E2_camera,AAA127
E2,sensor,187,motion_detected,2026-01-13 18:43:27,,,,motion_detected,,,187,E2,,,,,,,,E2_motion,1
E2,sensor,187,plate_captured,2026-01-13 18:43:30,,,,plate_captured,,,187,E2,,,,,,,,E2_camera,AAA128
E2,sensor,188,motion_detected,2026-01-13 18:43:57,,,,motion_detected,,,188,E2,,,,,,,,E2_motion,1
E2,sensor,188,plate_captured,2026-01-13 18:44:01,,,,plate_captured,,,188,E2,,,,,,,,E2_camera,AAA129
E2,sensor,189,motion_detected,2026-01-13 18:44:27,,,,motion_detected,,,189,E2,,,,,,,,E2_motion,1
E2,sensor,189,plate_captured,2026-01-13 18:44:29,,,,plate_captured,,,189,E2,,,,,,,,E2_camera,AAA130
E2,sensor,190,motion_detected,2026-01-13 18:44:57,,,,motion_detected,,,190,E2,,,,,,,,E2_motion,1
E2,sensor,190,plate_captured,2026-01-13 18:44:58,,,,plate_captured,,,190,E2,,,,,,,,E2_camera,AAA131
E2,sensor,191,motion_detected,2026-01-13 18:45:27,,,,motion_detected,,,191,E2,,,,,,,,E2_motion,1
E2,sensor,192,motion_detected,2026-01-13 18:45:57,,,,motion_detected,,,192,E2,,,,,,,,E2_motion,1
E2,sensor,192,plate_captured,2026-01-13 18:46:00,,,,plate_captured,,,192,E2,,,,,,,,E2_camera,AAA133
E2,sensor,193,motion_detected,2026-01-13 18:46:27,,,,motion_detected,,,193,E2,,,,,,,,E2_motion,1
E2,sensor,194,motion_detected,2026-01-13 18:46:57,,,,motion_detected,,,194,E2,,,,,,,,E2_motion,1
E2,sensor,194,plate_captured,2026-01-13 18:46:59,,,,plate_captured,,,194,E2,,,,,,,,E2_camera,AAA135
E2,sensor,195,motion_detected,2026-01-13 18:47:27,,,,motion_detected,,,195,E2,,,,,,,,E2_motion,1
E2,sensor,195,plate_captured,2026-01-13 18:47:30,,,,plate_captured,,,195,E2,,,,,,,,E2_camera,AAA136
E2,sensor,196,motion_detected,2026-01-13 18:47:57,,,,motion_detected,,,196,E2,,,,,,,,E2_motion,1
E2,sensor,196,plate_captured,2026-01-13 18:48:01,,,,plate_captured,,,196,E2,,,,,,,,E2_camera,AAA137
E2,sensor,197,motion_detected,2026-01-13 18:48:27,,,,motion_detected,,,197,E2,,,,,,,,E2_motion,1
E2,sensor,197,plate_captured,2026-01-13 18:48:30,,,,plate_captured,,,197,E2,,,,,,,,E2_camera,AAA138
E2,sensor,198,motion_detected,2026-01-13 18:48:57,,,,motion_detected,,,198,E2,,,,,,,,E2_motion,1
E2,sensor,198,plate_captured,2026-01-13 18:49:01,,,,plate_captured,,,198,E2,,,,,,,,E2_camera,AAA139
E2,sensor,199,motion_detected,2026-01-13 18:49:27,,,,motion_detected,,,199,E2,,,,,,,,E2_motion,1
E2,sensor,199,plate_captured,2026-01-13 18:49:30,,,,plate_captured,,,199,E2,,,,,,,,E2_camera,AAA140
E2,sensor,200,motion_detected,2026-01-13 18:50:27,,,,motion_detected,,,200,E2,,,,,,,,E2_motion,1
E2,sensor,200,plate_captured,2026-01-13 18:50:28,,,,plate_captured,,,200,E2,,,,,,,,E2_camera,AAA142
E2,sensor,201,motion_detected,2026-01-13 18:50:57,,,,motion_detected,,,201,E2,,,,,,,,E2_motion,1
E2,sensor,201,plate_captured,2026-01-13 18:51:00,,,,plate_captured,,,201,E2,,,,,,,,E2_camera,AAA143
E2,sensor,202,motion_detected,2026-01-13 18:51:27,,,,motion_detected,,,202,E2,,,,,,,,E2_motion,1
E2,sensor,202,plate_captured,2026-01-13 18:51:29,,,,plate_captured,,,202,E2,,,,,,,,E2_camera,AAA144
E2,sensor,203,motion_detected,2026-01-13 18:51:57,,,,motion_detected,,,203,E2,,,,,,,,E2_motion,1
E2,sensor,204,motion_detected,2026-01-13 18:52:27,,,,motion_detected,,,204,E2,,,,,,,,E2_motion,1
E2,sensor,204,plate_captured,2026-01-13 18:52:31,,,,plate_captured,,,204,E2,,,,,,,,E2_camera,AAA146
E2,sensor,205,motion_detected,2026-01-13 18:52:57,,,,motion_detected,,,205,E2,,,,,,,,E2_motion,1
E2,sensor,205,plate_captured,2026-01-13 18:52:59,,,,plate_captured,,,205,E2,,,,,,,,E2_camera,AAA147
E2,sensor,206,motion_detected,2026-01-13 18:53:27,,,,motion_detected,,,206,E2,,,,,,,,E2_motion,1
E2,sensor,206,plate_captured,2026-01-13 18:53:29,,,,plate_captured,,,206,E2,,,,,,,,E2_camera,AAA148
E2,sensor,207,plate_captured,2026-01-13 18:54:00,,,,plate_captured,,,207,E2,,,,,,,,E2_camera,AAA149
E2,sensor,208,plate_captured,2026-01-13 18:54:28,,,,plate_captured,,,208,E2,,,,,,,,E2_camera,AAA150
E2,actuator,208,dim,2026-01-13 18:54:31,,dim,,,208,,,E2,,,,E2_light,,dimmed,ON,,
E2,interaction,208,E2_dim_alert_E1,2026-01-13 18:54:32,,,E2_dim_alert_E1,,,208,,,E2,E2,E1,,motion detected,,,,
E2,interaction,208,E2_dim_alert_W1,2026-01-13 18:54:35,,,E2_dim_alert_W1,,,208,,,E2,E2,W1,,motion detected,,,,
E2,interaction,209,E1_turn_on_alert_E2,2026-01-13 22:00:24,,,E1_turn_on_alert_E2,,,209,,,E2,E1,E2,,motion detected,,,,
E2,actuator,209,turn_on,2026-01-13 22:00:25,,turn_on,,,209,,,E2,,,,E2_light,,ON,dimmed,,
E2,sensor,210,motion_detected,2026-01-13 22:05:00,,,,motion_detected,,,210,E2,,,,,,,,E2_motion,1
E2,sensor,210,plate_captured,2026-01-13 22:05:01,,,,plate_captured,,,210,E2,,,,,,,,E2_camera,BBB201
E2,actuator,210,dim,2026-01-13 22:05:04,,dim,,,210,,,E2,,,,E2_light,,dimmed,ON,,
E2,interaction,210,E2_dim_alert_E1,2026-01-13 22:05:08,,,E2_dim_alert_E1,,,210,,,E2,E2,E1,,motion detected,,,,
E2,interaction,210,E2_dim_alert_W1,2026-01-13 22:05:12,,,E2_dim_alert_W1,,,210,,,E2,E2,W1,,motion detected,,,,
E2,interaction,211,E1_turn_on_alert_E2,2026-01-14 00:00:15,,,E1_turn_on_alert_E2,,,211,,,E2,E1,E2,,motion detected,,,,
E2,actuator,211,turn_on,2026-01-14 00:00:19,,turn_on,,,211,,,E2,,,,E2_light,,ON,dimmed,,
E2,sensor,212,motion_detected,2026-01-14 00:05:00,,,,motion_detected,,,212,E2,,,,,,,,E2_motion,1
E2,sensor,212,plate_captured,2026-01-14 00:05:03,,,,plate_captured,,,212,E2,,,,,,,,E2_camera,BBB202
E2,actuator,212,dim,2026-01-14 00:05:04,,dim,,,212,,,E2,,,,E2_light,,dimmed,ON,,
E2,interaction,212,E2_dim_alert_E1,2026-01-14 00:05:05,,,E2_dim_alert_E1,,,212,,,E2,E2,E1,,motion detected,,,,
E2,interaction,212,E2_dim_alert_W1,2026-01-14 00:05:08,,,E2_dim_alert_W1,,,212,,,E2,E2,W1,,motion detected,,,,
E2,interaction,213,E1_turn_on_alert_E2,2026-01-14 02:00:20,,,E1_turn_on_alert_E2,,,213,,,E2,E1,E2,,motion detected,,,,
E2,actuator,213,turn_on,2026-01-14 02:00:24,,turn_on,,,213,,,E2,,,,E2_light,,ON,dimmed,,
E2,sensor,214,motion_detected,2026-01-14 02:05:00,,,,motion_detected,,,214,E2,,,,,,,,E2_motion,1
E2,sensor,214,plate_captured,2026-01-14 02:05:03,,,,plate_captured,,,214,E2,,,,,,,,E2_camera,BBB203
E2,actuator,214,dim,2026-01-14 02:05:07,,dim,,,214,,,E2,,,,E2_light,,dimmed,ON,,
E2,interaction,214,E2_dim_alert_E1,2026-01-14 02:05:10,,,E2_dim_alert_E1,,,214,,,E2,E2,E1,,motion detected,,,,
E2,interaction,214,E2_dim_alert_W1,2026-01-14 02:05:12,,,E2_dim_alert_W1,,,214,,,E2,E2,W1,,motion detected,,,,
E2,interaction,215,E1_turn_on_alert_E2,2026-01-14 04:00:11,,,E1_turn_on_alert_E2,,,215,,,E2,E1,E2,,motion detected,,,,
E2,sensor,216,plate_captured,2026-01-14 04:05:01,,,,plate_captured,,,216,E2,,,,,,,,E2_camera,BBB204
E2,actuator,216,dim,2026-01-14 04:05:03,,dim,,,216,,,E2,,,,E2_light,,dimmed,ON,,
E2,interaction,216,E2_dim_alert_E1,2026-01-14 04:05:07,,,E2_dim_alert_E1,,,216,,,E2,E2,E1,,motion detected,,,,
E2,interaction,216,E2_dim_alert_W1,2026-01-14 04:05:09,,,E2_dim_alert_W1,,,216,,,E2,E2,W1,,motion detected,,,,
E2,interaction,217,E1_turn_on_alert_E2,2026-01-14 06:00:14,,,E1_turn_on_alert_E2,,,217,,,E2,E1,E2,,motion detected,,,,
E2,actuator,217,turn_on,2026-01-14 06:00:16,,turn_on,,,217,,,E2,,,,E2_light,,ON,dimmed,,
E2,sensor,218,motion_detected,2026-01-14 06:05:00,,,,motion_detected,,,218,E2,,,,,,,,E2_motion,1
E2,sensor,218,plate_captured,2026-01-14 06:05:03,,,,plate_captured,,,218,E2,,,,,,,,E2_camera,BBB205
E2,actuator,218,dim,2026-01-14 06:05:04,,dim,,,218,,,E2,,,,E2_light,,dimmed,ON,,
E2,interaction,218,E2_dim_alert_E1,2026-01-14 06:05:05,,,E2_dim_alert_E1,,,218,,,E2,E2,E1,,motion detected,,,,
E2,interaction,218,E2_dim_alert_W1,2026-01-14 06:05:08,,,E2_dim_alert_W1,,,218,,,E2,E2,W1,,motion detected,,,,
E2,interaction,219,E1_turn_on_alert_E2,2026-01-14 08:00:14,,,E1_turn_on_alert_E2,,,219,,,E2,E1,E2,,motion detected,,,,
E2,actuator,219,turn_on,2026-01-14 08:00:15,,turn_on,,,219,,,E2,,,,E2_light,,ON,dimmed,,
E2,sensor,220,motion_detected,2026-01-14 08:05:00,,,,motion_detected,,,220,E2,,,,,,,,E2_motion,1
E2,sensor,220,plate_captured,2026-01-14 08:05:02,,,,plate_captured,,,220,E2,,,,,,,,E2_camera,BBB206
E2,actuator,220,dim,2026-01-14 08:05:05,,dim,,,220,,,E2,,,,E2_light,,dimmed,ON,,
E2,interaction,220,E2_dim_alert_E1,2026-01-14 08:05:07,,,E2_dim_alert_E1,,,220,,,E2,E2,E1,,motion detected,,,,
E2,interaction,220,E2_dim_alert_W1,2026-01-14 08:05:08,,,E2_dim_alert_W1,,,220,,,E2,E2,W1,,motion detected,,,,
E2,interaction,221,E1_turn_on_alert_E2,2026-01-14 10:00:20,,,E1_turn_on_alert_E2,,,221,,,E2,E1,E2,,motion detected,,,,
E2,sensor,222,motion_detected,2026-01-14 10:05:00,,,,motion_detected,,,222,E2,,,,,,,,E2_motion,1
E2,sensor,222,plate_captured,2026-01-14 10:05:01,,,,plate_captured,,,222,E2,,,,,,,,E2_camera,BBB207
E2,actuator,222,dim,2026-01-14 10:05:05,,dim,,,222,,,E2,,,,E2_light,,dimmed,ON,,
E2,interaction,222,E2_dim_alert_E1,2026-01-14 10:05:08,,,E2_dim_alert_E1,,,222,,,E2,E2,E1,,motion detected,,,,
E2,interaction,222,E2_dim_alert_W1,2026-01-14 10:05:10,,,E2_dim_alert_W1,,,222,,,E2,E2,W1,,motion detected,,,,
E2,interaction,223,E1_turn_on_alert_E2,2026-01-14 12:00:11,,,E1_turn_on_alert_E2,,,223,,,E2,E1,E2,,motion detected,,,,
E2,actuator,223,turn_on,2026-01-14 12:00:15,,turn_on,,,223,,,E2,,,,E2_light,,ON,dimmed,,
E2,sensor,224,plate_captured,2026-01-14 12:05:01,,,,plate_captured,,,224,E2,,,,,,,,E2_camera,BBB208
E2,actuator,224,dim,2026-01-14 12:05:05,,dim,,,224,,,E2,,,,E2_light,,dimmed,ON,,
E2,interaction,224,E2_dim_alert_E1,2026-01-14 12:05:09,,,E2_dim_alert_E1,,,224,,,E2,E2,E1,,motion detected,,,,
E2,interaction,224,E2_dim_alert_W1,2026-01-14 12:05:11,,,E2_dim_alert_W1,,,224,,,E2,E2,W1,,motion detected,,,,
E2,interaction,225,E1_turn_on_alert_E2,2026-01-14 14:00:17,,,E1_turn_on_alert_E2,,,225,,,E2,E1,E2,,motion detected,,,,
E2,actuator,225,turn_on,2026-01-14 14:00:21,,turn_on,,,225,,,E2,,,,E2_light,,ON,dimmed,,
E2,sensor,226,motion_detected,2026-01-14 14:05:00,,,,motion_detected,,,226,E2,,,,,,,,E2_motion,1
E2,sensor,226,plate_captured,2026-01-14 14:05:02,,,,plate_captured,,,226,E2,,,,,,,,E2_camera,BBB209
E2,actuator,226,dim,2026-01-14 14:05:04,,dim,,,226,,,E2,,,,E2_light,,dimmed,ON,,
E2,interaction,226,E2_dim_alert_E1,2026-01-14 14:05:06,,,E2_dim_alert_E1,,,226,,,E2,E2,E1,,motion detected,,,,
E2,interaction,226,E2_dim_alert_W1,2026-01-14 14:05:07,,,E2_dim_alert_W1,,,226,,,E2,E2,W1,,motion detected,,,,
E2,interaction,227,E1_turn_on_alert_E2,2026-01-14 16:00:11,,,E1_turn_on_alert_E2,,,227,,,E2,E1,E2,,motion detected,,,,
E2,actuator,227,turn_on,2026-01-14 16:00:15,,turn_on,,,227,,,E2,,,,E2_light,,ON,dimmed,,
E2,sensor,228,motion_detected,2026-01-14 16:05:00,,,,motion_detected,,,228,E2,,,,,,,,E2_motion,1
E2,sensor,228,plate_captured,2026-01-14 16:05:03,,,,plate_captured,,,228,E2,,,,,,,,E2_camera,BBB210
E2,actuator,228,dim,2026-01-14 16:05:07,,dim,,,228,,,E2,,,,E2_light,,dimmed,ON,,
E2,interaction,229,E2_dim_alert_W1,2026-01-14 16:05:15,,,E2_dim_alert_W1,,,229,,,E2,E2,W1,,motion detected,,,,
E2,interaction,230,E1_turn_on_alert_E2,2026-01-14 18:00:14,,,E1_turn_on_alert_E2,,,230,,,E2,E1,E2,,motion detected,,,,
E2,actuator,230,turn_on,2026-01-14 18:00:16,,turn_on,,,230,,,E2,,,,E2_light,,ON,dimmed,,
E2,sensor,231,motion_detected,2026-01-14 18:05:00,,,,motion_detected,,,231,E2,,,,,,,,E2_motion,1
E2,sensor,231,plate_captured,2026-01-14 18:05:03,,,,plate_captured,,,231,E2,,,,,,,,E2_camera,BBB211
E2,actuator,231,dim,2026-01-14 18:05:06,,dim,,,231,,,E2,,,,E2_light,,dimmed,ON,,
E2,interaction,231,E2_dim_alert_E1,2026-01-14 18:05:10,,,E2_dim_alert_E1,,,231,,,E2,E2,E1,,motion detected,,,,
E2,interaction,231,E2_dim_alert_W1,2026-01-14 18:05:14,,,E2_dim_alert_W1,,,231,,,E2,E2,W1,,motion detected,,,,
E2,interaction,232,E1_turn_on_alert_E2,2026-01-14 20:00:07,,,E1_turn_on_alert_E2,,,232,,,E2,E1,E2,,motion detected,,,,
E2,actuator,232,turn_on,2026-01-14 20:00:10,,turn_on,,,232,,,E2,,,,E2_light,,ON,dimmed,,
E2,sensor,233,motion_detected,2026-01-14 20:05:00,,,,motion_detected,,,233,E2,,,,,,,,E2_motion,1
E2,sensor,233,plate_captured,2026-01-14 20:05:04,,,,plate_captured,,,233,E2,,,,,,,,E2_camera,BBB212
E2,actuator,233,dim,2026-01-14 20:05:05,,dim,,,233,,,E2,,,,E2_light,,dimmed,ON,,
E2,interaction,233,E2_dim_alert_E1,2026-01-14 20:05:09,,,E2_dim_alert_E1,,,233,,,E2,E2,E1,,motion detected,,,,
E2,interaction,233,E2_dim_alert_W1,2026-01-14 20:05:10,,,E2_dim_alert_W1,,,233,,,E2,E2,W1,,motion detected,,,,
E2,interaction,234,E1_turn_on_alert_E2,2026-01-14 22:00:23,,,E1_turn_on_alert_E2,,,234,,,E2,E1,E2,,motion detected,,,,
E2,actuator,234,turn_on,2026-01-14 22:00:27,,turn_on,,,234,,,E2,,,,E2_light,,ON,dimmed,,
E2,sensor,235,motion_detected,2026-01-14 22:05:00,,,,motion_detected,,,235,E2,,,,,,,,E2_motion,1
E2,sensor,235,plate_captured,2026-01-14 22:05:02,,,,plate_captured,,,235,E2,,,,,,,,E2_camera,BBB213
E2,actuator,235,dim,2026-01-14 22:05:03,,dim,,,235,,,E2,,,,E2_light,,dimmed,ON,,
E2,interaction,235,E2_dim_alert_E1,2026-01-14 22:05:04,,,E2_dim_alert_E1,,,235,,,E2,E2,E1,,motion detected,,,,
E2,interaction,235,E2_dim_alert_W1,2026-01-14 22:05:05,,,E2_dim_alert_W1,,,235,,,E2,E2,W1,,motion detected,,,,
E2,interaction,236,E1_turn_on_alert_E2,2026-01-15 00:00:09,,,E1_turn_on_alert_E2,,,236,,,E2,E1,E2,,motion detected,,,,
E2,actuator,236,turn_on,2026-01-15 00:00:13,,turn_on,,,236,,,E2,,,,E2_light,,ON,dimmed,,
E2,sensor,237,motion_detected,2026-01-15 00:05:00,,,,motion_detected,,,237,E2,,,,,,,,E2_motion,1
E2,sensor,237,plate_captured,2026-01-15 00:05:01,,,,plate_captured,,,237,E2,,,,,,,,E2_camera,BBB214
E2,actuator,237,dim,2026-01-15 00:05:05,,dim,,,237,,,E2,,,,E2_light,,dimmed,ON,,
E2,interaction,238,E1_turn_on_alert_E2,2026-01-15 02:00:15,,,E1_turn_on_alert_E2,,,238,,,E2,E1,E2,,motion detected,,,,
E2,actuator,238,turn_on,2026-01-15 02:00:18,,turn_on,,,238,,,E2,,,,E2_light,,ON,dimmed,,
E2,sensor,239,motion_detected,2026-01-15 02:05:00,,,,motion_detected,,,239,E2,,,,,,,,E2_motion,1
E2,sensor,239,plate_captured,2026-01-15 02:05:04,,,,plate_captured,,,239,E2,,,,,,,,E2_camera,BBB215
E2,actuator,239,dim,2026-01-15 02:05:07,,dim,,,239,,,E2,,,,E2_light,,dimmed,ON,,
E2,interaction,239,E2_dim_alert_E1,2026-01-15 02:05:11,,,E2_dim_alert_E1,,,239,,,E2,E2,E1,,motion detected,,,,
E2,interaction,239,E2_dim_alert_W1,2026-01-15 02:05:15,,,E2_dim_alert_W1,,,239,,,E2,E2,W1,,motion detected,,,,
E2,interaction,240,E1_turn_on_alert_E2,2026-01-15 04:00:14,,,E1_turn_on_alert_E2,,,240,,,E2,E1,E2,,motion detected,,,,
E2,actuator,240,turn_on,2026-01-15 04:00:15,,turn_on,,,240,,,E2,,,,E2_light,,ON,dimmed,,
E2,sensor,241,plate_captured,2026-01-15 04:05:02,,,,plate_captured,,,241,E2,,,,,,,,E2_camera,BBB216
E2,actuator,241,dim,2026-01-15 04:05:03,,dim,,,241,,,E2,,,,E2_light,,dimmed,ON,,
E2,interaction,241,E2_dim_alert_E1,2026-01-15 04:05:04,,,E2_dim_alert_E1,,,241,,,E2,E2,E1,,motion detected,,,,
E2,actuator,242,turn_on,2026-01-15 06:00:20,,turn_on,,,242,,,E2,,,,E2_light,,ON,dimmed,,
E2,sensor,243,motion_detected,2026-01-15 06:05:00,,,,motion_detected,,,243,E2,,,,,,,,E2_motion,1
E2,sensor,243,plate_captured,2026-01-15 06:05:02,,,,plate_captured,,,243,E2,,,,,,,,E2_camera,BBB217
E2,actuator,243,dim,2026-01-15 06:05:06,,dim,,,243,,,E2,,,,E2_light,,dimmed,ON,,
E2,interaction,243,E2_dim_alert_E1,2026-01-15 06:05:09,,,E2_dim_alert_E1,,,243,,,E2,E2,E1,,motion detected,,,,
E2,interaction,243,E2_dim_alert_W1,2026-01-15 06:05:13,,,E2_dim_alert_W1,,,243,,,E2,E2,W1,,motion detected,,,,
E2,interaction,244,E1_turn_on_alert_E2,2026-01-15 08:00:11,,,E1_turn_on_alert_E2,,,244,,,E2,E1,E2,,motion detected,,,,
E2,actuator,244,turn_on,2026-01-15 08:00:13,,turn_on,,,244,,,E2,,,,E2_light,,ON,dimmed,,
E2,sensor,245,motion_detected,2026-01-15 08:05:00,,,,motion_detected,,,245,E2,,,,,,,,E2_motion,1
E2,sensor,245,plate_captured,2026-01-15 08:05:03,,,,plate_captured,,,245,E2,,,,,,,,E2_camera,BBB218
E2,interaction,245,E2_dim_alert_E1,2026-01-15 08:05:05,,,E2_dim_alert_E1,,,245,,,E2,E2,E1,,motion detected,,,,
E2,interaction,246,E1_turn_on_alert_E2,2026-01-15 10:00:20,,,E1_turn_on_alert_E2,,,246,,,E2,E1,E2,,motion detected,,,,
E2,actuator,246,turn_on,2026-01-15 10:00:23,,turn_on,,,246,,,E2,,,,E2_light,,ON,dimmed,,
E2,sensor,247,motion_detected,2026-01-15 10:05:00,,,,motion_detected,,,247,E2,,,,,,,,E2_motion,1
E2,sensor,247,plate_captured,2026-01-15 10:05:03,,,,plate_captured,,,247,E2,,,,,,,,E2_camera,BBB219
E2,actuator,247,dim,2026-01-15 10:05:06,,dim,,,247,,,E2,,,,E2_light,,dimmed,ON,,
E2,interaction,247,E2_dim_alert_E1,2026-01-15 10:05:10,,,E2_dim_alert_E1,,,247,,,E2,E2,E1,,motion detected,,,,
E2,interaction,247,E2_dim_alert_W1,2026-01-15 10:05:12,,,E2_dim_alert_W1,,,247,,,E2,E2,W1,,motion detected,,,,
E2,interaction,248,E1_turn_on_alert_E2,2026-01-15 12:00:12,,,E1_turn_on_alert_E2,,,248,,,E2,E1,E2,,motion detected,,,,
E2,actuator,248,turn_on,2026-01-15 12:00:13,,turn_on,,,248,,,E2,,,,E2_light,,ON,dimmed,,
