device,type,c,a,t,_t_sort,a_cmd,a_i,a_s,c_a,c_i,c_s,d,d_p,d_s,d_t,id,m_i,s_post,s_pre,sid,val
E1,sensor,28,plate_captured,2026-01-13 18:13:29,,,,plate_captured,,,28,E1,,,,,,,,E1_camera,AAA127
E1,sensor,29,motion_detected,2026-01-13 18:13:56,,,,motion_detected,,,29,E1,,,,,,,,E1_motion,1
E1,sensor,29,plate_captured,2026-01-13 18:13:59,,,,plate_captured,,,29,E1,,,,,,,,E1_camera,AAA128
E1,sensor,30,motion_detected,2026-01-13 18:14:26,,,,motion_detected,,,30,E1,,,,,,,,E1_motion,1
E1,sensor,30,plate_captured,2026-01-13 18:14:29,,,,plate_captured,,,30,E1,,,,,,,,E1_camera,AAA129
E1,sensor,31,plate_captured,2026-01-13 18:15:00,,,,plate_captured,,,31,E1,,,,,,,,E1_camera,AAA130
E1,sensor,32,motion_detected,2026-01-13 18:15:26,,,,motion_detected,,,32,E1,,,,,,,,E1_motion,1
E1,sensor,32,plate_captured,2026-01-13 18:15:29,,,,plate_captured,,,32,E1,,,,,,,,E1_camera,AAA131
E1,sensor,33,motion_detected,2026-01-13 18:15:56,,,,motion_detected,,,33,E1,,,,,,,,E1_motion,1
E1,sensor,33,plate_captured,2026-01-13 18:15:57,,,,plate_captured,,,33,E1,,,,,,,,E1_camera,AAA132
E1,sensor,34,motion_detected,2026-01-13 18:16:26,,,,motion_detected,,,34,E1,,,,,,,,E1_motion,1
E1,sensor,34,plate_captured,2026-01-13 18:16:30,,,,plate_captured,,,34,E1,,,,,,,,E1_camera,AAA133
E1,sensor,35,motion_detected,2026-01-13 18:16:56,,,,motion_detected,,,35,E1,,,,,,,,E1_motion,1
E1,sensor,35,plate_captured,2026-01-13 18:16:58,,,,plate_captured,,,35,E1,,,,,,,,E1_camera,AAA134
E1,sensor,36,motion_detected,2026-01-13 18:17:26,,,,motion_detected,,,36,E1,,,,,,,,E1_motion,1
E1,sensor,36,plate_captured,2026-01-13 18:17:27,,,,plate_captured,,,36,E1,,,,,,,,E1_camera,AAA135
E1,sensor,37,motion_detected,2026-01-13 18:17:56,,,,motion_detected,,,37,E1,,,,,,,,E1_motion,1
E1,sensor,37,plate_captured,2026-01-13 18:17:57,,,,plate_captured,,,37,E1,,,,,,,,E1_camera,AAA136
E1,sensor,38,motion_detected,2026-01-13 18:18:26,,,,motion_detected,,,38,E1,,,,,,,,E1_motion,1
E1,sensor,38,plate_captured,2026-01-13 18:18:30,,,,plate_captured,,,38,E1,,,,,,,,E1_camera,AAA137
E1,sensor,39,motion_detected,2026-01-13 18:18:56,,,,motion_detected,,,39,E1,,,,,,,,E1_motion,1
E1,sensor,39,plate_captured,2026-01-13 18:18:57,,,,plate_captured,,,39,E1,,,,,,,,E1_camera,AAA138
E1,sensor,40,motion_detected,2026-01-13 18:19:26,,,,motion_detected,,,40,E1,,,,,,,,E1_motion,1
E1,sensor,40,plate_captured,2026-01-13 18:19:27,,,,plate_captured,,,40,E1,,,,,,,,E1_camera,AAA139
E1,sensor,41,motion_detected,2026-01-13 18:19:56,,,,motion_detected,,,41,E1,,,,,,,,E1_motion,1
E1,sensor,41,plate_captured,2026-01-13 18:19:58,,,,plate_captured,,,41,E1,,,,,,,,E1_camera,AAA140
E1,sensor,42,motion_detected,2026-01-13 18:20:26,,,,motion_detected,,,42,E1,,,,,,,,E1_motion,1
E1,sensor,42,plate_captured,2026-01-13 18:20:27,,,,plate_captured,,,42,E1,,,,,,,,E1_camera,AAA141
E1,sensor,43,motion_detected,2026-01-13 18:20:56,,,,motion_detected,,,43,E1,,,,,,,,E1_motion,1
E1,sensor,43,plate_captured,2026-01-13 18:20:57,,,,plate_captured,,,43,E1,,,,,,,,E1_camera,AAA142
E1,sensor,44,motion_detected,2026-01-13 18:21:26,,,,motion_detected,,,44,E1,,,,,,,,E1_motion,1
E1,sensor,44,plate_captured,2026-01-13 18:21:30,,,,plate_captured,,,44,E1,,,,,,,,E1_camera,AAA143
E1,sensor,45,motion_detected,2026-01-13 18:21:56,,,,motion_detected,,,45,E1,,,,,,,,E1_motion,1
E1,sensor,45,plate_captured,2026-01-13 18:22:00,,,,plate_captured,,,45,E1,,,,,,,,E1_camera,AAA144
E1,sensor,46,motion_detected,2026-01-13 18:22:26,,,,motion_detected,,,46,E1,,,,,,,,E1_motion,1
E1,sensor,46,plate_captured,2026-01-13 18:22:30,,,,plate_captured,,,46,E1,,,,,,,,E1_camera,AAA145
E1,sensor,47,motion_detected,2026-01-13 18:22:56,,,,motion_detected,,,47,E1,,,,,,,,E1_motion,1
E1,sensor,47,plate_captured,2026-01-13 18:22:59,,,,plate_captured,,,47,E1,,,,,,,,E1_camera,AAA146
E1,sensor,48,motion_detected,2026-01-13 18:23:26,,,,motion_detected,,,48,E1,,,,,,,,E1_motion,1
E1,sensor,48,plate_captured,2026-01-13 18:23:30,,,,plate_captured,,,48,E1,,,,,,,,E1_camera,AAA147
E1,sensor,49,motion_detected,2026-01-13 18:23:56,,,,motion_detected,,,49,E1,,,,,,,,E1_motion,1
E1,sensor,50,motion_detected,2026-01-13 18:24:26,,,,motion_detected,,,50,E1,,,,,,,,E1_motion,1
E1,sensor,50,plate_captured,2026-01-13 18:24:30,,,,plate_captured,,,50,E1,,,,,,,,E1_camera,AAA149
E1,sensor,51,motion_detected,2026-01-13 18:24:56,,,,motion_detected,,,51,E1,,,,,,,,E1_motion,1
E1,sensor,51,plate_captured,2026-01-13 18:24:57,,,,plate_captured,,,51,E1,,,,,,,,E1_camera,AAA150
E1,interaction,52,E2_dim_alert_E1,2026-01-13 18:54:38,,,E2_dim_alert_E1,,,52,,,E1,E2,E1,,motion detected,,,,
E1,actuator,52,dim,2026-01-13 18:54:40,,dim,,,52,,,E1,,,,E1_light,,dimmed,ON,,
E1,sensor,53,plate_captured,2026-01-13 22:00:04,,,,plate_captured,,,53,E1,,,,,,,,E1_camera,BBB201
E1,actuator,53,turn_on,2026-01-13 22:00:07,,turn_on,,,53,,,E1,,,,E1_light,,ON,dimmed,,
E1,interaction,53,E1_turn_on_alert_E2,2026-01-13 22:00:10,,,E1_turn_on_alert_E2,,,53,,,E1,E1,E2,,motion detected,,,,
E1,interaction,53,E1_turn_on_alert_W1,2026-01-13 22:00:12,,,E1_turn_on_alert_W1,,,53,,,E1,E1,W1,,motion detected,,,,
E1,interaction,54,E2_dim_alert_E1,2026-01-13 22:05:20,,,E2_dim_alert_E1,,,54,,,E1,E2,E1,,motion detected,,,,
E1,actuator,54,dim,2026-01-13 22:05:23,,dim,,,54,,,E1,,,,E1_light,,dimmed,ON,,
E1,sensor,55,motion_detected,2026-01-14 00:00:00,,,,motion_detected,,,55,E1,,,,,,,,E1_motion,1
E1,sensor,55,plate_captured,2026-01-14 00:00:04,,,,plate_captured,,,55,E1,,,,,,,,E1_camera,BBB202
E1,actuator,55,turn_on,2026-01-14 00:00:06,,turn_on,,,55,,,E1,,,,E1_light,,ON,dimmed,,
E1,interaction,55,E1_turn_on_alert_E2,2026-01-14 00:00:09,,,E1_turn_on_alert_E2,,,55,,,E1,E1,E2,,motion detected,,,,
E1,interaction,55,E1_turn_on_alert_W1,2026-01-14 00:00:13,,,E1_turn_on_alert_W1,,,55,,,E1,E1,W1,,motion detected,,,,
E1,interaction,56,E2_dim_alert_E1,2026-01-14 00:05:11,,,E2_dim_alert_E1,,,56,,,E1,E2,E1,,motion detected,,,,
E1,actuator,56,dim,2026-01-14 00:05:12,,dim,,,56,,,E1,,,,E1_light,,dimmed,ON,,
E1,sensor,57,motion_detected,2026-01-14 02:00:00,,,,motion_detected,,,57,E1,,,,,,,,E1_motion,1
E1,sensor,57,plate_captured,2026-01-14 02:00:03,,,,plate_captured,,,57,E1,,,,,,,,E1_camera,BBB203
E1,actuator,57,turn_on,2026-01-14 02:00:07,,turn_on,,,57,,,E1,,,,E1_light,,ON,dimmed,,
E1,interaction,57,E1_turn_on_alert_E2,2026-01-14 02:00:08,,,E1_turn_on_alert_E2,,,57,,,E1,E1,E2,,motion detected,,,,
E1,interaction,57,E1_turn_on_alert_W1,2026-01-14 02:00:10,,,E1_turn_on_alert_W1,,,57,,,E1,E1,W1,,motion detected,,,,
E1,actuator,58,dim,2026-01-14 02:05:21,,dim,,,58,,,E1,,,,E1_light,,dimmed,ON,,
E1,sensor,59,motion_detected,2026-01-14 04:00:00,,,,motion_detected,,,59,E1,,,,,,,,E1_motion,1
E1,sensor,59,plate_captured,2026-01-14 04:00:01,,,,plate_captured,,,59,E1,,,,,,,,E1_camera,BBB204
E1,actuator,59,turn_on,2026-01-14 04:00:03,,turn_on,,,59,,,E1,,,,E1_light,,ON,dimmed,,
E1,interaction,59,E1_turn_on_alert_E2,2026-01-14 04:00:05,,,E1_turn_on_alert_E2,,,59,,,E1,E1,E2,,motion detected,,,,
E1,interaction,60,E2_dim_alert_E1,2026-01-14 04:05:10,,,E2_dim_alert_E1,,,60,,,E1,E2,E1,,motion detected,,,,
E1,sensor,61,motion_detected,2026-01-14 06:00:00,,,,motion_detected,,,61,E1,,,,,,,,E1_motion,1
E1,sensor,61,plate_captured,2026-01-14 06:00:01,,,,plate_captured,,,61,E1,,,,,,,,E1_camera,BBB205
E1,actuator,61,turn_on,2026-01-14 06:00:04,,turn_on,,,61,,,E1,,,,E1_light,,ON,dimmed,,
E1,interaction,62,E2_dim_alert_E1,2026-01-14 06:05:15,,,E2_dim_alert_E1,,,62,,,E1,E2,E1,,motion detected,,,,
E1,actuator,62,dim,2026-01-14 06:05:18,,dim,,,62,,,E1,,,,E1_light,,dimmed,ON,,
E1,sensor,63,motion_detected,2026-01-14 08:00:00,,,,motion_detected,,,63,E1,,,,,,,,E1_motion,1
E1,sensor,63,plate_captured,2026-01-14 08:00:01,,,,plate_captured,,,63,E1,,,,,,,,E1_camera,BBB206
E1,actuator,63,turn_on,2026-01-14 08:00:05,,turn_on,,,63,,,E1,,,,E1_light,,ON,dimmed,,
E1,interaction,64,E1_turn_on_alert_W1,2026-01-14 08:00:10,,,E1_turn_on_alert_W1,,,64,,,E1,E1,W1,,motion detected,,,,
E1,interaction,65,E2_dim_alert_E1,2026-01-14 08:05:12,,,E2_dim_alert_E1,,,65,,,E1,E2,E1,,motion detected,,,,
E1,actuator,65,dim,2026-01-14 08:05:16,,dim,,,65,,,E1,,,,E1_light,,dimmed,ON,,
E1,sensor,66,motion_detected,2026-01-14 10:00:00,,,,motion_detected,,,66,E1,,,,,,,,E1_motion,1
E1,sensor,66,plate_captured,2026-01-14 10:00:04,,,,plate_captured,,,66,E1,,,,,,,,E1_camera,BBB207
E1,actuator,66,turn_on,2026-01-14 10:00:06,,turn_on,,,66,,,E1,,,,E1_light,,ON,dimmed,,
E1,interaction,66,E1_turn_on_alert_E2,2026-01-14 10:00:08,,,E1_turn_on_alert_E2,,,66,,,E1,E1,E2,,motion detected,,,,
E1,interaction,66,E1_turn_on_alert_W1,2026-01-14 10:00:10,,,E1_turn_on_alert_W1,,,66,,,E1,E1,W1,,motion detected,,,,
E1,interaction,67,E2_dim_alert_E1,2026-01-14 10:05:17,,,E2_dim_alert_E1,,,67,,,E1,E2,E1,,motion detected,,,,
E1,sensor,68,motion_detected,2026-01-14 12:00:00,,,,motion_detected,,,68,E1,,,,,,,,E1_motion,1
E1,sensor,68,plate_captured,2026-01-14 12:00:02,,,,plate_captured,,,68,E1,,,,,,,,E1_camera,BBB208
E1,actuator,68,turn_on,2026-01-14 12:00:04,,turn_on,,,68,,,E1,,,,E1_light,,ON,dimmed,,
E1,interaction,68,E1_turn_on_alert_E2,2026-01-14 12:00:05,,,E1_turn_on_alert_E2,,,68,,,E1,E1,E2,,motion detected,,,,
E1,interaction,68,E1_turn_on_alert_W1,2026-01-14 12:00:09,,,E1_turn_on_alert_W1,,,68,,,E1,E1,W1,,motion detected,,,,
E1,interaction,69,E2_dim_alert_E1,2026-01-14 12:05:14,,,E2_dim_alert_E1,,,69,,,E1,E2,E1,,motion detected,,,,
E1,actuator,69,dim,2026-01-14 12:05:17,,dim,,,69,,,E1,,,,E1_light,,dimmed,ON,,
E1,sensor,70,motion_detected,2026-01-14 14:00:00,,,,motion_detected,,,70,E1,,,,,,,,E1_motion,1
E1,sensor,70,plate_captured,2026-01-14 14:00:03,,,,plate_captured,,,70,E1,,,,,,,,E1_camera,BBB209
E1,actuator,70,turn_on,2026-01-14 14:00:06,,turn_on,,,70,,,E1,,,,E1_light,,ON,dimmed,,
E1,interaction,70,E1_turn_on_alert_W1,2026-01-14 14:00:08,,,E1_turn_on_alert_W1,,,70,,,E1,E1,W1,,motion detected,,,,
E1,interaction,71,E2_dim_alert_E1,2026-01-14 14:05:16,,,E2_dim_alert_E1,,,71,,,E1,E2,E1,,motion detected,,,,
E1,actuator,71,dim,2026-01-14 14:05:17,,dim,,,71,,,E1,,,,E1_light,,dimmed,ON,,
E1,sensor,72,motion_detected,2026-01-14 16:00:00,,,,motion_detected,,,72,E1,,,,,,,,E1_motion,1
E1,sensor,72,plate_captured,2026-01-14 16:00:04,,,,plate_captured,,,72,E1,,,,,,,,E1_camera,BBB210
E1,actuator,72,turn_on,2026-01-14 16:00:05,,turn_on,,,72,,,E1,,,,E1_light,,ON,dimmed,,
E1,interaction,72,E1_turn_on_alert_E2,2026-01-14 16:00:08,,,E1_turn_on_alert_E2,,,72,,,E1,E1,E2,,motion detected,,,,
E1,interaction,72,E1_turn_on_alert_W1,2026-01-14 16:00:09,,,E1_turn_on_alert_W1,,,72,,,E1,E1,W1,,motion detected,,,,
E1,interaction,73,E2_dim_alert_E1,2026-01-14 16:05:16,,,E2_dim_alert_E1,,,73,,,E1,E2,E1,,motion detected,,,,
E1,sensor,74,motion_detected,2026-01-14 18:00:00,,,,motion_detected,,,74,E1,,,,,,,,E1_motion,1
E1,sensor,74,plate_captured,2026-01-14 18:00:01,,,,plate_captured,,,74,E1,,,,,,,,E1_camera,BBB211
E1,actuator,74,turn_on,2026-01-14 18:00:04,,turn_on,,,74,,,E1,,,,E1_light,,ON,dimmed,,
E1,interaction,74,E1_turn_on_alert_E2,2026-01-14 18:00:07,,,E1_turn_on_alert_E2,,,74,,,E1,E1,E2,,motion detected,,,,
E1,interaction,74,E1_turn_on_alert_W1,2026-01-14 18:00:09,,,E1_turn_on_alert_W1,,,74,,,E1,E1,W1,,motion detected,,,,
E1,interaction,75,E2_dim_alert_E1,2026-01-14 18:05:22,,,E2_dim_alert_E1,,,75,,,E1,E2,E1,,motion detected,,,,
E1,actuator,75,dim,2026-01-14 18:05:23,,dim,,,75,,,E1,,,,E1_light,,dimmed,ON,,
E1,sensor,76,motion_detected,2026-01-14 20:00:00,,,,motion_detected,,,76,E1,,,,,,,,E1_motion,1
E1,sensor,76,plate_captured,2026-01-14 20:00:01,,,,plate_captured,,,76,E1,,,,,,,,E1_camera,BBB212
E1,actuator,76,turn_on,2026-01-14 20:00:02,,turn_on,,,76,,,E1,,,,E1_light,,ON,dimmed,,
E1,interaction,76,E1_turn_on_alert_E2,2026-01-14 20:00:04,,,E1_turn_on_alert_E2,,,76,,,E1,E1,E2,,motion detected,,,,
E1,interaction,77,E2_dim_alert_E1,2026-01-14 20:05:12,,,E2_dim_alert_E1,,,77,,,E1,E2,E1,,motion detected,,,,
E1,actuator,77,dim,2026-01-14 20:05:15,,dim,,,77,,,E1,,,,E1_light,,dimmed,ON,,
E1,sensor,78,motion_detected,2026-01-14 22:00:00,,,,motion_detected,,,78,E1,,,,,,,,E1_motion,1
E1,sensor,78,plate_captured,2026-01-14 22:00:03,,,,plate_captured,,,78,E1,,,,,,,,E1_camera,BBB213
E1,actuator,78,turn_on,2026-01-14 22:00:07,,turn_on,,,78,,,E1,,,,E1_light,,ON,dimmed,,
E1,interaction,79,E1_turn_on_alert_W1,2026-01-14 22:00:12,,,E1_turn_on_alert_W1,,,79,,,E1,E1,W1,,motion detected,,,,
E1,interaction,80,E2_dim_alert_E1,2026-01-14 22:05:10,,,E2_dim_alert_E1,,,80,,,E1,E2,E1,,motion detected,,,,
E1,actuator,80,dim,2026-01-14 22:05:11,,dim,,,80,,,E1,,,,E1_light,,dimmed,ON,,
E1,sensor,81,motion_detected,2026-01-15 00:00:00,,,,motion_detected,,,81,E1,,,,,,,,E1_motion,1
E1,sensor,81,plate_captured,2026-01-15 00:00:01,,,,plate_captured,,,81,E1,,,,,,,,E1_camera,BBB214
E1,actuator,81,turn_on,2026-01-15 00:00:04,,turn_on,,,81,,,E1,,,,E1_light,,ON,dimmed,,
E1,interaction,81,E1_turn_on_alert_E2,2026-01-15 00:00:05,,,E1_turn_on_alert_E2,,,81,,,E1,E1,E2,,motion detected,,,,
E1,interaction,81,E1_turn_on_alert_W1,2026-01-15 00:00:08,,,E1_turn_on_alert_W1,,,81,,,E1,E1,W1,,motion detected,,,,
E1,interaction,82,E2_dim_alert_E1,2026-01-15 00:05:12,,,E2_dim_alert_E1,,,82,,,E1,E2,E1,,motion detected,,,,
E1,actuator,82,dim,2026-01-15 00:05:13,,dim,,,82,,,E1,,,,E1_light,,dimmed,ON,,
E1,sensor,83,motion_detected,2026-01-15 02:00:00,,,,motion_detected,,,83,E1,,,,,,,,E1_motion,1
E1,sensor,83,plate_captured,2026-01-15 02:00:04,,,,plate_captured,,,83,E1,,,,,,,,E1_camera,BBB215
E1,actuator,83,turn_on,2026-01-15 02:00:05,,turn_on,,,83,,,E1,,,,E1_light,,ON,dimmed,,
E1,interaction,83,E1_turn_on_alert_E2,2026-01-15 02:00:06,,,E1_turn_on_alert_E2,,,83,,,E1,E1,E2,,motion detected,,,,
E1,interaction,83,E1_turn_on_alert_W1,2026-01-15 02:00:07,,,E1_turn_on_alert_W1,,,83,,,E1,E1,W1,,motion detected,,,,
E1,interaction,84,E2_dim_alert_E1,2026-01-15 02:05:21,,,E2_dim_alert_E1,,,84,,,E1,E2,E1,,motion detected,,,,
E1,actuator,84,dim,2026-01-15 02:05:23,,dim,,,84,,,E1,,,,E1_light,,dimmed,ON,,
E1,sensor,85,motion_detected,2026-01-15 04:00:00,,,,motion_detected,,,85,E1,,,,,,,,E1_motion,1
E1,sensor,85,plate_captured,2026-01-15 04:00:04,,,,plate_captured,,,85,E1,,,,,,,,E1_camera,BBB216
E1,actuator,85,turn_on,2026-01-15 04:00:07,,turn_on,,,85,,,E1,,,,E1_light,,ON,dimmed,,
E1,interaction,85,E1_turn_on_alert_E2,2026-01-15 04:00:10,,,E1_turn_on_alert_E2,,,85,,,E1,E1,E2,,motion detected,,,,
E1,interaction,86,E2_dim_alert_E1,2026-01-15 04:05:10,,,E2_dim_alert_E1,,,86,,,E1,E2,E1,,motion detected,,,,
E1,actuator,86,dim,2026-01-15 04:05:11,,dim,,,86,,,E1,,,,E1_light,,dimmed,ON,,
E1,sensor,87,motion_detected,2026-01-15 06:00:00,,,,motion_detected,,,87,E1,,,,,,,,E1_motion,1
E1,sensor,87,plate_captured,2026-01-15 06:00:04,,,,plate_captured,,,87,E1,,,,,,,,E1_camera,BBB217
E1,actuator,87,turn_on,2026-01-15 06:00:08,,turn_on,,,87,,,E1,,,,E1_light,,ON,dimmed,,
E1,interaction,87,E1_turn_on_alert_E2,2026-01-15 06:00:10,,,E1_turn_on_alert_E2,,,87,,,E1,E1,E2,,motion detected,,,,
E1,interaction,87,E1_turn_on_alert_W1,2026-01-15 06:00:11,,,E1_turn_on_alert_W1,,,87,,,E1,E1,W1,,motion detected,,,,
E1,interaction,88,E2_dim_alert_E1,2026-01-15 06:05:20,,,E2_dim_alert_E1,,,88,,,E1,E2,E1,,motion detected,,,,
E1,actuator,88,dim,2026-01-15 06:05:24,,dim,,,88,,,E1,,,,E1_light,,dimmed,ON,,
E1,sensor,89,motion_detected,2026-01-15 08:00:00,,,,motion_detected,,,89,E1,,,,,,,,E1_motion,1
E1,sensor,89,plate_captured,2026-01-15 08:00:02,,,,plate_captured,,,89,E1,,,,,,,,E1_camera,BBB218
E1,actuator,89,turn_on,2026-01-15 08:00:04,,turn_on,,,89,,,E1,,,,E1_light,,ON,dimmed,,
E1,interaction,89,E1_turn_on_alert_E2,2026-01-15 08:00:06,,,E1_turn_on_alert_E2,,,89,,,E1,E1,E2,,motion detected,,,,
E1,interaction,90,E2_dim_alert_E1,2026-01-15 08:05:11,,,E2_dim_alert_E1,,,90,,,E1,E2,E1,,motion detected,,,,
E1,actuator,90,dim,2026-01-15 08:05:14,,dim,,,90,,,E1,,,,E1_light,,dimmed,ON,,
E1,sensor,91,motion_detected,2026-01-15 10:00:00,,,,motion_detected,,,91,E1,,,,,,,,E1_motion,1
E1,sensor,91,plate_captured,2026-01-15 10:00:02,,,,plate_captured,,,91,E1,,,,,,,,E1_camera,BBB219
E1,interaction,92,E1_turn_on_alert_E2,2026-01-15 10:00:09,,,E1_turn_on_alert_E2,,,92,,,E1,E1,E2,,motion detected,,,,
E1,interaction,92,E1_turn_on_alert_W1,2026-01-15 10:00:13,,,E1_turn_on_alert_W1,,,92,,,E1,E1,W1,,motion detected,,,,
