c_s,a_s,t,val,d,sid
199,plate_captured,2026-01-13 18:49:30,AAA140,E2,E2_camera
200,motion_detected,2026-01-13 18:50:27,1,E2,E2_motion
200,plate_captured,2026-01-13 18:50:28,AAA142,E2,E2_camera
201,motion_detected,2026-01-13 18:50:57,1,E2,E2_motion
201,plate_captured,2026-01-13 18:51:00,AAA143,E2,E2_camera
202,motion_detected,2026-01-13 18:51:27,1,E2,E2_motion
202,plate_captured,2026-01-13 18:51:29,AAA144,E2,E2_camera
203,motion_detected,2026-01-13 18:51:57,1,E2,E2_motion
204,motion_detected,2026-01-13 18:52:27,1,E2,E2_motion
204,plate_captured,2026-01-13 18:52:31,AAA146,E2,E2_camera
205,motion_detected,2026-01-13 18:52:57,1,E2,E2_motion
205,plate_captured,2026-01-13 18:52:59,AAA147,E2,E2_camera
206,motion_detected,2026-01-13 18:53:27,1,E2,E2_motion
206,plate_captured,2026-01-13 18:53:29,AAA148,E2,E2_camera
207,plate_captured,2026-01-13 18:54:00,AAA149,E2,E2_camera
208,plate_captured,2026-01-13 18:54:28,AAA150,E2,E2_camera
210,motion_detected,2026-01-13 22:05:00,1,E2,E2_motion
210,plate_captured,2026-01-13 22:05:01,BBB201,E2,E2_camera
212,motion_detected,2026-01-14 00:05:00,1,E2,E2_motion
212,plate_captured,2026-01-14 00:05:03,BBB202,E2,E2_camera
214,motion_detected,2026-01-14 02:05:00,1,E2,E2_motion
214,plate_captured,2026-01-14 02:05:03,BBB203,E2,E2_camera
216,plate_captured,2026-01-14 04:05:01,BBB204,E2,E2_camera
218,motion_detected,2026-01-14 06:05:00,1,E2,E2_motion
218,plate_captured,2026-01-14 06:05:03,BBB205,E2,E2_camera
220,motion_detected,2026-01-14 08:05:00,1,E2,E2_motion
220,plate_captured,2026-01-14 08:05:02,BBB206,E2,E2_camera
222,motion_detected,2026-01-14 10:05:00,1,E2,E2_motion
222,plate_captured,2026-01-14 10:05:01,BBB207,E2,E2_camera
224,plate_captured,2026-01-14 12:05:01,BBB208,E2,E2_camera
226,motion_detected,2026-01-14 14:05:00,1,E2,E2_motion
226,plate_captured,2026-01-14 14:05:02,BBB209,E2,E2_camera
228,motion_detected,2026-01-14 16:05:00,1,E2,E2_motion
228,plate_captured,2026-01-14 16:05:03,BBB210,E2,E2_camera
231,motion_detected,2026-01-14 18:05:00,1,E2,E2_motion
231,plate_captured,2026-01-14 18:05:03,BBB211,E2,E2_camera
233,motion_detected,2026-01-14 20:05:00,1,E2,E2_motion
233,plate_captured,2026-01-14 20:05:04,BBB212,E2,E2_camera
235,motion_detected,2026-01-14 22:05:00,1,E2,E2_motion
235,plate_captured,2026-01-14 22:05:02,BBB213,E2,E2_camera
237,motion_detected,2026-01-15 00:05:00,1,E2,E2_motion
237,plate_captured,2026-01-15 00:05:01,BBB214,E2,E2_camera
239,motion_detected,2026-01-15 02:05:00,1,E2,E2_motion
239,plate_captured,2026-01-15 02:05:04,BBB215,E2,E2_camera
241,plate_captured,2026-01-15 04:05:02,BBB216,E2,E2_camera
243,motion_detected,2026-01-15 06:05:00,1,E2,E2_motion
243,plate_captured,2026-01-15 06:05:02,BBB217,E2,E2_camera
245,motion_detected,2026-01-15 08:05:00,1,E2,E2_motion
245,plate_captured,2026-01-15 08:05:03,BBB218,E2,E2_camera
247,motion_detected,2026-01-15 10:05:00,1,E2,E2_motion
247,plate_captured,2026-01-15 10:05:03,BBB219,E2,E2_camera
249,motion_detected,2026-01-15 12:05:00,1,E2,E2_motion
249,plate_captured,2026-01-15 12:05:03,BBB220,E2,E2_camera
252,motion_detected,2026-01-15 14:05:00,1,E2,E2_motion
252,plate_captured,2026-01-15 14:05:04,BBB221,E2,E2_camera
255,motion_detected,2026-01-15 16:05:00,1,E2,E2_motion
255,plate_captured,2026-01-15 16:05:02,BBB222,E2,E2_camera
257,motion_detected,2026-01-15 18:05:00,1,E2,E2_motion
257,plate_captured,2026-01-15 18:05:01,BBB223,E2,E2_camera
259,motion_detected,2026-01-15 20:05:00,1,E2,E2_motion
259,plate_captured,2026-01-15 20:05:03,BBB224,E2,E2_camera
261,motion_detected,2026-01-15 22:05:00,1,E2,E2_motion
261,plate_captured,2026-01-15 22:05:03,BBB225,E2,E2_camera
263,plate_captured,2026-01-16 00:05:01,BBB226,E2,E2_camera
265,motion_detected,2026-01-16 02:05:00,1,E2,E2_motion
265,plate_captured,2026-01-16 02:05:03,BBB227,E2,E2_camera
267,motion_detected,2026-01-16 04:05:00,1,E2,E2_motion
270,motion_detected,2026-01-16 06:05:00,1,E2,E2_motion
272,motion_detected,2026-01-16 08:05:00,1,E2,E2_motion
272,plate_captured,2026-01-16 08:05:02,BBB230,E2,E2_camera
275,motion_detected,2026-01-16 10:05:00,1,E2,E2_motion
275,plate_captured,2026-01-16 10:05:04,BBB231,E2,E2_camera
277,motion_detected,2026-01-16 12:05:00,1,E2,E2_motion
279,motion_detected,2026-01-16 14:05:00,1,E2,E2_motion
279,plate_captured,2026-01-16 14:05:01,BBB233,E2,E2_camera
281,motion_detected,2026-01-16 16:05:00,1,E2,E2_motion
281,plate_captured,2026-01-16 16:05:02,BBB234,E2,E2_camera
283,motion_detected,2026-01-16 18:05:00,1,E2,E2_motion
283,plate_captured,2026-01-16 18:05:01,BBB235,E2,E2_camera
286,motion_detected,2026-01-16 20:05:00,1,E2,E2_motion
286,plate_captured,2026-01-16 20:05:01,BBB236,E2,E2_camera
288,motion_detected,2026-01-16 22:05:00,1,E2,E2_motion
288,plate_captured,2026-01-16 22:05:04,BBB237,E2,E2_camera
290,plate_captured,2026-01-17 00:05:02,BBB238,E2,E2_camera
292,motion_detected,2026-01-17 02:05:00,1,E2,E2_motion
292,plate_captured,2026-01-17 02:05:04,BBB239,E2,E2_camera
294,plate_captured,2026-01-17 04:05:03,BBB240,E2,E2_camera
296,motion_detected,2026-01-17 06:05:00,1,E2,E2_motion
296,plate_captured,2026-01-17 06:05:03,BBB241,E2,E2_camera
298,motion_detected,2026-01-17 08:05:00,1,E2,E2_motion
298,plate_captured,2026-01-17 08:05:02,BBB242,E2,E2_camera
300,motion_detected,2026-01-17 10:05:00,1,E2,E2_motion
300,plate_captured,2026-01-17 10:05:04,BBB243,E2,E2_camera
302,motion_detected,2026-01-17 12:05:00,1,E2,E2_motion
302,plate_captured,2026-01-17 12:05:03,BBB244,E2,E2_camera
305,motion_detected,2026-01-17 14:05:00,1,E2,E2_motion
305,plate_captured,2026-01-17 14:05:04,BBB245,E2,E2_camera
307,motion_detected,2026-01-17 16:05:00,1,E2,E2_motion
309,motion_detected,2026-01-17 18:05:00,1,E2,E2_motion
309,plate_captured,2026-01-17 18:05:01,BBB247,E2,E2_camera
311,motion_detected,2026-01-17 20:05:00,1,E2,E2_motion
311,plate_captured,2026-01-17 20:05:02,BBB248,E2,E2_camera
313,motion_detected,2026-01-17 22:05:00,1,E2,E2_motion
313,plate_captured,2026-01-17 22:05:04,BBB249,E2,E2_camera
316,motion_detected,2026-01-18 00:05:00,1,E2,E2_motion
316,plate_captured,2026-01-18 00:05:03,BBB250,E2,E2_camera
