val,d_s,m_i,a_s,a_i,s_post,c_s,device,a,sid,c,c_a,t,a_cmd,s_pre,id,d_p,type,c_i,d_t,d
AAA109,,,plate_captured,,,159,E2,plate_captured,E2_camera,159,,2026-01-13 18:33:52,,,,,sensor,,,E2
1,,,motion_detected,,,160,E2,motion_detected,E2_motion,160,,2026-01-13 18:34:20,,,,,sensor,,,E2
AAA110,,,plate_captured,,,160,E2,plate_captured,E2_camera,160,,2026-01-13 18:34:23,,,,,sensor,,,E2
1,,,motion_detected,,,161,E2,motion_detected,E2_motion,161,,2026-01-13 18:34:50,,,,,sensor,,,E2
AAA111,,,plate_captured,,,161,E2,plate_captured,E2_camera,161,,2026-01-13 18:34:53,,,,,sensor,,,E2
1,,,motion_detected,,,162,E2,motion_detected,E2_motion,162,,2026-01-13 18:35:20,,,,,sensor,,,E2
AAA112,,,plate_captured,,,162,E2,plate_captured,E2_camera,162,,2026-01-13 18:35:21,,,,,sensor,,,E2
1,,,motion_detected,,,163,E2,motion_detected,E2_motion,163,,2026-01-13 18:35:50,,,,,sensor,,,E2
AAA113,,,plate_captured,,,163,E2,plate_captured,E2_camera,163,,2026-01-13 18:35:53,,,,,sensor,,,E2
1,,,motion_detected,,,164,E2,motion_detected,E2_motion,164,,2026-01-13 18:36:20,,,,,sensor,,,E2
AAA114,,,plate_captured,,,164,E2,plate_captured,E2_camera,164,,2026-01-13 18:36:21,,,,,sensor,,,E2
1,,,motion_detected,,,165,E2,motion_detected,E2_motion,165,,2026-01-13 18:36:50,,,,,sensor,,,E2
AAA115,,,plate_captured,,,165,E2,plate_captured,E2_camera,165,,2026-01-13 18:36:54,,,,,sensor,,,E2
1,,,motion_detected,,,166,E2,motion_detected,E2_motion,166,,2026-01-13 18:37:20,,,,,sensor,,,E2
AAA116,,,plate_captured,,,166,E2,plate_captured,E2_camera,166,,2026-01-13 18:37:22,,,,,sensor,,,E2
1,,,motion_detected,,,167,E2,motion_detected,E2_motion,167,,2026-01-13 18:37:50,,,,,sensor,,,E2
AAA117,,,plate_captured,,,167,E2,plate_captured,E2_camera,167,,2026-01-13 18:37:53,,,,,sensor,,,E2
1,,,motion_detected,,,168,E2,motion_detected,E2_motion,168,,2026-01-13 18:38:20,,,,,sensor,,,E2
AAA118,,,plate_captured,,,168,E2,plate_captured,E2_camera,168,,2026-01-13 18:38:23,,,,,sensor,,,E2
1,,,motion_detected,,,169,E2,motion_detected,E2_motion,169,,2026-01-13 18:38:50,,,,,sensor,,,E2
AAA119,,,plate_captured,,,169,E2,plate_captured,E2_camera,169,,2026-01-13 18:38:54,,,,,sensor,,,E2
1,,,motion_detected,,,170,E2,motion_detected,E2_motion,170,,2026-01-13 18:39:20,,,,,sensor,,,E2
AAA120,,,plate_captured,,,170,E2,plate_captured,E2_camera,170,,2026-01-13 18:39:24,,,,,sensor,,,E2
1,,,motion_detected,,,171,E2,motion_detected,E2_motion,171,,2026-01-13 18:39:50,,,,,sensor,,,E2
AAA121,,,plate_captured,,,171,E2,plate_captured,E2_camera,171,,2026-01-13 18:39:52,,,,,sensor,,,E2
1,,,motion_detected,,,172,E2,motion_detected,E2_motion,172,,2026-01-13 18:40:20,,,,,sensor,,,E2
AAA122,,,plate_captured,,,172,E2,plate_captured,E2_camera,172,,2026-01-13 18:40:24,,,,,sensor,,,E2
1,,,motion_detected,,,173,E2,motion_detected,E2_motion,173,,2026-01-13 18:40:50,,,,,sensor,,,E2
AAA123,,,plate_captured,,,173,E2,plate_captured,E2_camera,173,,2026-01-13 18:40:52,,,,,sensor,,,E2
1,,,motion_detected,,,174,E2,motion_detected,E2_motion,174,,2026-01-13 18:41:20,,,,,sensor,,,E2
AAA124,,,plate_captured,,,174,E2,plate_captured,E2_camera,174,,2026-01-13 18:41:24,,,,,sensor,,,E2
1,,,motion_detected,,,175,E2,motion_detected,E2_motion,175,,2026-01-13 18:41:50,,,,,sensor,,,E2
AAA125,,,plate_captured,,,175,E2,plate_captured,E2_camera,175,,2026-01-13 18:41:51,,,,,sensor,,,E2
1,,,motion_detected,,,176,E2,motion_detected,E2_motion,176,,2026-01-13 18:42:20,,,,,sensor,,,E2
AAA126,,,plate_captured,,,176,E2,plate_captured,E2_camera,176,,2026-01-13 18:42:21,,,,,sensor,,,E2
1,,,motion_detected,,,177,E2,motion_detected,E2_motion,177,,2026-01-13 18:42:50,,,,,sensor,,,E2
AAA127,,,plate_captured,,,177,E2,plate_captured,E2_camera,177,,2026-01-13 18:42:52,,,,,sensor,,,E2
1,,,motion_detected,,,178,E2,motion_detected,E2_motion,178,,2026-01-13 18:43:20,,,,,sensor,,,E2
AAA128,,,plate_captured,,,178,E2,plate_captured,E2_camera,178,,2026-01-13 18:43:21,,,,,sensor,,,E2
1,,,motion_detected,,,179,E2,motion_detected,E2_motion,179,,2026-01-13 18:43:50,,,,,sensor,,,E2
AAA129,,,plate_captured,,,179,E2,plate_captured,E2_camera,179,,2026-01-13 18:43:52,,,,,sensor,,,E2
1,,,motion_detected,,,180,E2,motion_detected,E2_motion,180,,2026-01-13 18:44:20,,,,,sensor,,,E2
AAA130,,,plate_captured,,,180,E2,plate_captured,E2_camera,180,,2026-01-13 18:44:24,,,,,sensor,,,E2
1,,,motion_detected,,,181,E2,motion_detected,E2_motion,181,,2026-01-13 18:44:50,,,,,sensor,,,E2
AAA131,,,plate_captured,,,181,E2,plate_captured,E2_camera,181,,2026-01-13 18:44:54,,,,,sensor,,,E2
1,,,motion_detected,,,182,E2,motion_detected,E2_motion,182,,2026-01-13 18:45:20,,,,,sensor,,,E2
AAA132,,,plate_captured,,,182,E2,plate_captured,E2_camera,182,,2026-01-13 18:45:21,,,,,sensor,,,E2
1,,,motion_detected,,,183,E2,motion_detected,E2_motion,183,,2026-01-13 18:45:50,,,,,sensor,,,E2
AAA133,,,plate_captured,,,183,E2,plate_captured,E2_camera,183,,2026-01-13 18:45:53,,,,,sensor,,,E2
1,,,motion_detected,,,184,E2,motion_detected,E2_motion,184,,2026-01-13 18:46:20,,,,,sensor,,,E2
AAA134,,,plate_captured,,,184,E2,plate_captured,E2_camera,184,,2026-01-13 18:46:24,,,,,sensor,,,E2
1,,,motion_detected,,,185,E2,motion_detected,E2_motion,185,,2026-01-13 18:46:50,,,,,sensor,,,E2
AAA135,,,plate_captured,,,185,E2,plate_captured,E2_camera,185,,2026-01-13 18:46:52,,,,,sensor,,,E2
1,,,motion_detected,,,186,E2,motion_detected,E2_motion,186,,2026-01-13 18:47:20,,,,,sensor,,,E2
AAA136,,,plate_captured,,,186,E2,plate_captured,E2_camera,186,,2026-01-13 18:47:23,,,,,sensor,,,E2
1,,,motion_detected,,,187,E2,motion_detected,E2_motion,187,,2026-01-13 18:47:50,,,,,sensor,,,E2
AAA137,,,plate_captured,,,187,E2,plate_captured,E2_camera,187,,2026-01-13 18:47:54,,,,,sensor,,,E2
1,,,motion_detected,,,188,E2,motion_detected,E2_motion,188,,2026-01-13 18:48:20,,,,,sensor,,,E2
AAA138,,,plate_captured,,,188,E2,plate_captured,E2_camera,188,,2026-01-13 18:48:24,,,,,sensor,,,E2
1,,,motion_detected,,,189,E2,motion_detected,E2_motion,189,,2026-01-13 18:48:50,,,,,sensor,,,E2
AAA139,,,plate_captured,,,189,E2,plate_captured,E2_camera,189,,2026-01-13 18:48:54,,,,,sensor,,,E2
1,,,motion_detected,,,190,E2,motion_detected,E2_motion,190,,2026-01-13 18:49:20,,,,,sensor,,,E2
AAA140,,,plate_captured,,,190,E2,plate_captured,E2_camera,190,,2026-01-13 18:49:23,,,,,sensor,,,E2
1,,,motion_detected,,,191,E2,motion_detected,E2_motion,191,,2026-01-13 18:49:50,,,,,sensor,,,E2
AAA141,,,plate_captured,,,191,E2,plate_captured,E2_camera,191,,2026-01-13 18:49:53,,,,,sensor,,,E2
1,,,motion_detected,,,192,E2,motion_detected,E2_motion,192,,2026-01-13 18:50:20,,,,,sensor,,,E2
AAA142,,,plate_captured,,,192,E2,plate_captured,E2_camera,192,,2026-01-13 18:50:21,,,,,sensor,,,E2
1,,,motion_detected,,,193,E2,motion_detected,E2_motion,193,,2026-01-13 18:50:50,,,,,sensor,,,E2
AAA143,,,plate_captured,,,193,E2,plate_captured,E2_camera,193,,2026-01-13 18:50:53,,,,,sensor,,,E2
1,,,motion_detected,,,194,E2,motion_detected,E2_motion,194,,2026-01-13 18:51:20,,,,,sensor,,,E2
AAA144,,,plate_captured,,,194,E2,plate_captured,E2_camera,194,,2026-01-13 18:51:23,,,,,sensor,,,E2
1,,,motion_detected,,,195,E2,motion_detected,E2_motion,195,,2026-01-13 18:51:50,,,,,sensor,,,E2
AAA145,,,plate_captured,,,195,E2,plate_captured,E2_camera,195,,2026-01-13 18:51:52,,,,,sensor,,,E2
1,,,motion_detected,,,196,E2,motion_detected,E2_motion,196,,2026-01-13 18:52:20,,,,,sensor,,,E2
AAA146,,,plate_captured,,,196,E2,plate_captured,E2_camera,196,,2026-01-13 18:52:23,,,,,sensor,,,E2
1,,,motion_detected,,,197,E2,motion_detected,E2_motion,197,,2026-01-13 18:52:50,,,,,sensor,,,E2
AAA147,,,plate_captured,,,197,E2,plate_captured,E2_camera,197,,2026-01-13 18:52:54,,,,,sensor,,,E2
1,,,motion_detected,,,198,E2,motion_detected,E2_motion,198,,2026-01-13 18:53:20,,,,,sensor,,,E2
AAA148,,,plate_captured,,,198,E2,plate_captured,E2_camera,198,,2026-01-13 18:53:21,,,,,sensor,,,E2
1,,,motion_detected,,,199,E2,motion_detected,E2_motion,199,,2026-01-13 18:53:50,,,,,sensor,,,E2
AAA149,,,plate_captured,,,199,E2,plate_captured,E2_camera,199,,2026-01-13 18:53:52,,,,,sensor,,,E2
1,,,motion_detected,,,200,E2,motion_detected,E2_motion,200,,2026-01-13 18:54:20,,,,,sensor,,,E2
AAA150,,,plate_captured,,,200,E2,plate_captured,E2_camera,200,,2026-01-13 18:54:23,,,,,sensor,,,E2
,,,,,dimmed,,E2,dim,,200,200,2026-01-13 18:54:24,dim,ON,E2_light,,actuator,,,E2
,E2,motion detected,,E2_dim_alert_E1,,,E2,E2_dim_alert_E1,,200,,2026-01-13 18:54:25,,,,E2,interaction,200,E1,
,E2,motion detected,,E2_dim_alert_W1,,,E2,E2_dim_alert_W1,,200,,2026-01-13 18:54:29,,,,E2,interaction,200,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E2,E1_turn_on_alert_E2,,201,,2026-01-13 22:00:21,,,,E2,interaction,201,E2,
,,,,,ON,,E2,turn_on,,201,201,2026-01-13 22:00:23,turn_on,dimmed,E2_light,,actuator,,,E2
1,,,motion_detected,,,202,E2,motion_detected,E2_motion,202,,2026-01-13 22:05:00,,,,,sensor,,,E2
BBB201,,,plate_captured,,,202,E2,plate_captured,E2_camera,202,,2026-01-13 22:05:03,,,,,sensor,,,E2
,,,,,dimmed,,E2,dim,,202,202,2026-01-13 22:05:07,dim,ON,E2_light,,actuator,,,E2
,E2,motion detected,,E2_dim_alert_E1,,,E2,E2_dim_alert_E1,,202,,2026-01-13 22:05:11,,,,E2,interaction,202,E1,
,E2,motion detected,,E2_dim_alert_W1,,,E2,E2_dim_alert_W1,,202,,2026-01-13 22:05:14,,,,E2,interaction,202,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E2,E1_turn_on_alert_E2,,203,,2026-01-14 00:00:14,,,,E2,interaction,203,E2,
,,,,,ON,,E2,turn_on,,203,203,2026-01-14 00:00:16,turn_on,dimmed,E2_light,,actuator,,,E2
1,,,motion_detected,,,204,E2,motion_detected,E2_motion,204,,2026-01-14 00:05:00,,,,,sensor,,,E2
BBB202,,,plate_captured,,,204,E2,plate_captured,E2_camera,204,,2026-01-14 00:05:01,,,,,sensor,,,E2
,,,,,dimmed,,E2,dim,,204,204,2026-01-14 00:05:03,dim,ON,E2_light,,actuator,,,E2
,E2,motion detected,,E2_dim_alert_E1,,,E2,E2_dim_alert_E1,,204,,2026-01-14 00:05:05,,,,E2,interaction,204,E1,
,E2,motion detected,,E2_dim_alert_W1,,,E2,E2_dim_alert_W1,,204,,2026-01-14 00:05:07,,,,E2,interaction,204,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E2,E1_turn_on_alert_E2,,205,,2026-01-14 02:00:23,,,,E2,interaction,205,E2,
,,,,,ON,,E2,turn_on,,205,205,2026-01-14 02:00:25,turn_on,dimmed,E2_light,,actuator,,,E2
1,,,motion_detected,,,206,E2,motion_detected,E2_motion,206,,2026-01-14 02:05:00,,,,,sensor,,,E2
BBB203,,,plate_captured,,,206,E2,plate_captured,E2_camera,206,,2026-01-14 02:05:03,,,,,sensor,,,E2
,,,,,dimmed,,E2,dim,,206,206,2026-01-14 02:05:07,dim,ON,E2_light,,actuator,,,E2
,E2,motion detected,,E2_dim_alert_E1,,,E2,E2_dim_alert_E1,,206,,2026-01-14 02:05:11,,,,E2,interaction,206,E1,
,E2,motion detected,,E2_dim_alert_W1,,,E2,E2_dim_alert_W1,,206,,2026-01-14 02:05:12,,,,E2,interaction,206,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E2,E1_turn_on_alert_E2,,207,,2026-01-14 04:00:17,,,,E2,interaction,207,E2,
,,,,,ON,,E2,turn_on,,207,207,2026-01-14 04:00:21,turn_on,dimmed,E2_light,,actuator,,,E2
1,,,motion_detected,,,208,E2,motion_detected,E2_motion,208,,2026-01-14 04:05:00,,,,,sensor,,,E2
BBB204,,,plate_captured,,,208,E2,plate_captured,E2_camera,208,,2026-01-14 04:05:02,,,,,sensor,,,E2
,,,,,dimmed,,E2,dim,,208,208,2026-01-14 04:05:05,dim,ON,E2_light,,actuator,,,E2
,E2,motion detected,,E2_dim_alert_E1,,,E2,E2_dim_alert_E1,,208,,2026-01-14 04:05:08,,,,E2,interaction,208,E1,
,E2,motion detected,,E2_dim_alert_W1,,,E2,E2_dim_alert_W1,,208,,2026-01-14 04:05:12,,,,E2,interaction,208,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E2,E1_turn_on_alert_E2,,209,,2026-01-14 06:00:15,,,,E2,interaction,209,E2,
,,,,,ON,,E2,turn_on,,209,209,2026-01-14 06:00:18,turn_on,dimmed,E2_light,,actuator,,,E2
1,,,motion_detected,,,210,E2,motion_detected,E2_motion,210,,2026-01-14 06:05:00,,,,,sensor,,,E2
BBB205,,,plate_captured,,,210,E2,plate_captured,E2_camera,210,,2026-01-14 06:05:04,,,,,sensor,,,E2
,,,,,dimmed,,E2,dim,,210,210,2026-01-14 06:05:08,dim,ON,E2_light,,actuator,,,E2
,E2,motion detected,,E2_dim_alert_E1,,,E2,E2_dim_alert_E1,,210,,2026-01-14 06:05:09,,,,E2,interaction,210,E1,
,E2,motion detected,,E2_dim_alert_W1,,,E2,E2_dim_alert_W1,,210,,2026-01-14 06:05:10,,,,E2,interaction,210,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E2,E1_turn_on_alert_E2,,211,,2026-01-14 08:00:18,,,,E2,interaction,211,E2,
,,,,,ON,,E2,turn_on,,211,211,2026-01-14 08:00:22,turn_on,dimmed,E2_light,,actuator,,,E2
1,,,motion_detected,,,212,E2,motion_detected,E2_motion,212,,2026-01-14 08:05:00,,,,,sensor,,,E2
BBB206,,,plate_captured,,,212,E2,plate_captured,E2_camera,212,,2026-01-14 08:05:01,,,,,sensor,,,E2
,,,,,dimmed,,E2,dim,,212,212,2026-01-14 08:05:03,dim,ON,E2_light,,actuator,,,E2
,E2,motion detected,,E2_dim_alert_E1,,,E2,E2_dim_alert_E1,,212,,2026-01-14 08:05:05,,,,E2,interaction,212,E1,
,E2,motion detected,,E2_dim_alert_W1,,,E2,E2_dim_alert_W1,,212,,2026-01-14 08:05:07,,,,E2,interaction,212,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E2,E1_turn_on_alert_E2,,213,,2026-01-14 10:00:16,,,,E2,interaction,213,E2,
,,,,,ON,,E2,turn_on,,213,213,2026-01-14 10:00:17,turn_on,dimmed,E2_light,,actuator,,,E2
1,,,motion_detected,,,214,E2,motion_detected,E2_motion,214,,2026-01-14 10:05:00,,,,,sensor,,,E2
BBB207,,,plate_captured,,,214,E2,plate_captured,E2_camera,214,,2026-01-14 10:05:02,,,,,sensor,,,E2
,,,,,dimmed,,E2,dim,,214,214,2026-01-14 10:05:03,dim,ON,E2_light,,actuator,,,E2
,E2,motion detected,,E2_dim_alert_E1,,,E2,E2_dim_alert_E1,,214,,2026-01-14 10:05:04,,,,E2,interaction,214,E1,
,E2,motion detected,,E2_dim_alert_W1,,,E2,E2_dim_alert_W1,,214,,2026-01-14 10:05:06,,,,E2,interaction,214,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E2,E1_turn_on_alert_E2,,215,,2026-01-14 12:00:14,,,,E2,interaction,215,E2,
,,,,,ON,,E2,turn_on,,215,215,2026-01-14 12:00:17,turn_on,dimmed,E2_light,,actuator,,,E2
1,,,motion_detected,,,216,E2,motion_detected,E2_motion,216,,2026-01-14 12:05:00,,,,,sensor,,,E2
BBB208,,,plate_captured,,,216,E2,plate_captured,E2_camera,216,,2026-01-14 12:05:03,,,,,sensor,,,E2
,,,,,dimmed,,E2,dim,,216,216,2026-01-14 12:05:07,dim,ON,E2_light,,actuator,,,E2
,E2,motion detected,,E2_dim_alert_E1,,,E2,E2_dim_alert_E1,,216,,2026-01-14 12:05:09,,,,E2,interaction,216,E1,
,E2,motion detected,,E2_dim_alert_W1,,,E2,E2_dim_alert_W1,,216,,2026-01-14 12:05:12,,,,E2,interaction,216,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E2,E1_turn_on_alert_E2,,217,,2026-01-14 14:00:14,,,,E2,interaction,217,E2,
,,,,,ON,,E2,turn_on,,217,217,2026-01-14 14:00:15,turn_on,dimmed,E2_light,,actuator,,,E2
1,,,motion_detected,,,218,E2,motion_detected,E2_motion,218,,2026-01-14 14:05:00,,,,,sensor,,,E2
BBB209,,,plate_captured,,,218,E2,plate_captured,E2_camera,218,,2026-01-14 14:05:02,,,,,sensor,,,E2
,,,,,dimmed,,E2,dim,,218,218,2026-01-14 14:05:04,dim,ON,E2_light,,actuator,,,E2
,E2,motion detected,,E2_dim_alert_E1,,,E2,E2_dim_alert_E1,,218,,2026-01-14 14:05:06,,,,E2,interaction,218,E1,
,E2,motion detected,,E2_dim_alert_W1,,,E2,E2_dim_alert_W1,,218,,2026-01-14 14:05:09,,,,E2,interaction,218,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E2,E1_turn_on_alert_E2,,219,,2026-01-14 16:00:18,,,,E2,interaction,219,E2,
,,,,,ON,,E2,turn_on,,219,219,2026-01-14 16:00:20,turn_on,dimmed,E2_light,,actuator,,,E2
1,,,motion_detected,,,220,E2,motion_detected,E2_motion,220,,2026-01-14 16:05:00,,,,,sensor,,,E2
BBB210,,,plate_captured,,,220,E2,plate_captured,E2_camera,220,,2026-01-14 16:05:03,,,,,sensor,,,E2
,,,,,dimmed,,E2,dim,,220,220,2026-01-14 16:05:04,dim,ON,E2_light,,actuator,,,E2
,E2,motion detected,,E2_dim_alert_E1,,,E2,E2_dim_alert_E1,,220,,2026-01-14 16:05:05,,,,E2,interaction,220,E1,
,E2,motion detected,,E2_dim_alert_W1,,,E2,E2_dim_alert_W1,,220,,2026-01-14 16:05:07,,,,E2,interaction,220,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E2,E1_turn_on_alert_E2,,221,,2026-01-14 18:00:14,,,,E2,interaction,221,E2,
,,,,,ON,,E2,turn_on,,221,221,2026-01-14 18:00:16,turn_on,dimmed,E2_light,,actuator,,,E2
1,,,motion_detected,,,222,E2,motion_detected,E2_motion,222,,2026-01-14 18:05:00,,,,,sensor,,,E2
BBB211,,,plate_captured,,,222,E2,plate_captured,E2_camera,222,,2026-01-14 18:05:03,,,,,sensor,,,E2
,,,,,dimmed,,E2,dim,,222,222,2026-01-14 18:05:07,dim,ON,E2_light,,actuator,,,E2
,E2,motion detected,,E2_dim_alert_E1,,,E2,E2_dim_alert_E1,,222,,2026-01-14 18:05:10,,,,E2,interaction,222,E1,
,E2,motion detected,,E2_dim_alert_W1,,,E2,E2_dim_alert_W1,,222,,2026-01-14 18:05:11,,,,E2,interaction,222,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E2,E1_turn_on_alert_E2,,223,,2026-01-14 20:00:19,,,,E2,interaction,223,E2,
,,,,,ON,,E2,turn_on,,223,223,2026-01-14 20:00:21,turn_on,dimmed,E2_light,,actuator,,,E2
1,,,motion_detected,,,224,E2,motion_detected,E2_motion,224,,2026-01-14 20:05:00,,,,,sensor,,,E2
BBB212,,,plate_captured,,,224,E2,plate_captured,E2_camera,224,,2026-01-14 20:05:03,,,,,sensor,,,E2
,,,,,dimmed,,E2,dim,,224,224,2026-01-14 20:05:07,dim,ON,E2_light,,actuator,,,E2
,E2,motion detected,,E2_dim_alert_E1,,,E2,E2_dim_alert_E1,,224,,2026-01-14 20:05:09,,,,E2,interaction,224,E1,
,E2,motion detected,,E2_dim_alert_W1,,,E2,E2_dim_alert_W1,,224,,2026-01-14 20:05:13,,,,E2,interaction,224,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E2,E1_turn_on_alert_E2,,225,,2026-01-14 22:00:15,,,,E2,interaction,225,E2,
,,,,,ON,,E2,turn_on,,225,225,2026-01-14 22:00:18,turn_on,dimmed,E2_light,,actuator,,,E2
1,,,motion_detected,,,226,E2,motion_detected,E2_motion,226,,2026-01-14 22:05:00,,,,,sensor,,,E2
BBB213,,,plate_captured,,,226,E2,plate_captured,E2_camera,226,,2026-01-14 22:05:04,,,,,sensor,,,E2
,,,,,dimmed,,E2,dim,,226,226,2026-01-14 22:05:07,dim,ON,E2_light,,actuator,,,E2
,E2,motion detected,,E2_dim_alert_E1,,,E2,E2_dim_alert_E1,,226,,2026-01-14 22:05:09,,,,E2,interaction,226,E1,
,E2,motion detected,,E2_dim_alert_W1,,,E2,E2_dim_alert_W1,,226,,2026-01-14 22:05:10,,,,E2,interaction,226,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E2,E1_turn_on_alert_E2,,227,,2026-01-15 00:00:13,,,,E2,interaction,227,E2,
,,,,,ON,,E2,turn_on,,227,227,2026-01-15 00:00:14,turn_on,dimmed,E2_light,,actuator,,,E2
1,,,motion_detected,,,228,E2,motion_detected,E2_motion,228,,2026-01-15 00:05:00,,,,,sensor,,,E2
BBB214,,,plate_captured,,,228,E2,plate_captured,E2_camera,228,,2026-01-15 00:05:04,,,,,sensor,,,E2
,,,,,dimmed,,E2,dim,,228,228,2026-01-15 00:05:07,dim,ON,E2_light,,actuator,,,E2
,E2,motion detected,,E2_dim_alert_E1,,,E2,E2_dim_alert_E1,,228,,2026-01-15 00:05:09,,,,E2,interaction,228,E1,
,E2,motion detected,,E2_dim_alert_W1,,,E2,E2_dim_alert_W1,,228,,2026-01-15 00:05:10,,,,E2,interaction,228,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E2,E1_turn_on_alert_E2,,229,,2026-01-15 02:00:22,,,,E2,interaction,229,E2,
,,,,,ON,,E2,turn_on,,229,229,2026-01-15 02:00:25,turn_on,dimmed,E2_light,,actuator,,,E2
1,,,motion_detected,,,230,E2,motion_detected,E2_motion,230,,2026-01-15 02:05:00,,,,,sensor,,,E2
BBB215,,,plate_captured,,,230,E2,plate_captured,E2_camera,230,,2026-01-15 02:05:04,,,,,sensor,,,E2
,,,,,dimmed,,E2,dim,,230,230,2026-01-15 02:05:05,dim,ON,E2_light,,actuator,,,E2
,E2,motion detected,,E2_dim_alert_E1,,,E2,E2_dim_alert_E1,,230,,2026-01-15 02:05:06,,,,E2,interaction,230,E1,
,E2,motion detected,,E2_dim_alert_W1,,,E2,E2_dim_alert_W1,,230,,2026-01-15 02:05:10,,,,E2,interaction,230,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E2,E1_turn_on_alert_E2,,231,,2026-01-15 04:00:14,,,,E2,interaction,231,E2,
,,,,,ON,,E2,turn_on,,231,231,2026-01-15 04:00:15,turn_on,dimmed,E2_light,,actuator,,,E2
1,,,motion_detected,,,232,E2,motion_detected,E2_motion,232,,2026-01-15 04:05:00,,,,,sensor,,,E2
BBB216,,,plate_captured,,,232,E2,plate_captured,E2_camera,232,,2026-01-15 04:05:01,,,,,sensor,,,E2
,,,,,dimmed,,E2,dim,,232,232,2026-01-15 04:05:04,dim,ON,E2_light,,actuator,,,E2
,E2,motion detected,,E2_dim_alert_E1,,,E2,E2_dim_alert_E1,,232,,2026-01-15 04:05:05,,,,E2,interaction,232,E1,
,E2,motion detected,,E2_dim_alert_W1,,,E2,E2_dim_alert_W1,,232,,2026-01-15 04:05:08,,,,E2,interaction,232,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E2,E1_turn_on_alert_E2,,233,,2026-01-15 06:00:18,,,,E2,interaction,233,E2,
,,,,,ON,,E2,turn_on,,233,233,2026-01-15 06:00:22,turn_on,dimmed,E2_light,,actuator,,,E2
1,,,motion_detected,,,234,E2,motion_detected,E2_motion,234,,2026-01-15 06:05:00,,,,,sensor,,,E2
BBB217,,,plate_captured,,,234,E2,plate_captured,E2_camera,234,,2026-01-15 06:05:02,,,,,sensor,,,E2
,,,,,dimmed,,E2,dim,,234,234,2026-01-15 06:05:04,dim,ON,E2_light,,actuator,,,E2
,E2,motion detected,,E2_dim_alert_E1,,,E2,E2_dim_alert_E1,,234,,2026-01-15 06:05:08,,,,E2,interaction,234,E1,
