device,d_s,id,m_i,d_t,sid,s_pre,type,a_cmd,d,s_post,a,c_i,a_i,c_s,t,c_a,val,d_p,c,a_s
E1,,,,,E1_camera,,sensor,,E1,,plate_captured,,,25,2026-01-13 18:12:00,,AAA124,,25,plate_captured
E1,,,,,E1_motion,,sensor,,E1,,motion_detected,,,26,2026-01-13 18:12:26,,1,,26,motion_detected
E1,,,,,E1_camera,,sensor,,E1,,plate_captured,,,26,2026-01-13 18:12:28,,AAA125,,26,plate_captured
E1,,,,,E1_motion,,sensor,,E1,,motion_detected,,,27,2026-01-13 18:12:56,,1,,27,motion_detected
E1,,,,,E1_camera,,sensor,,E1,,plate_captured,,,27,2026-01-13 18:12:57,,AAA126,,27,plate_captured
E1,,,,,E1_motion,,sensor,,E1,,motion_detected,,,28,2026-01-13 18:13:26,,1,,28,motion_detected
E1,,,,,E1_camera,,sensor,,E1,,plate_captured,,,28,2026-01-13 18:13:29,,AAA127,,28,plate_captured
E1,,,,,E1_motion,,sensor,,E1,,motion_detected,,,29,2026-01-13 18:13:56,,1,,29,motion_detected
E1,,,,,E1_camera,,sensor,,E1,,plate_captured,,,29,2026-01-13 18:13:59,,AAA128,,29,plate_captured
E1,,,,,E1_motion,,sensor,,E1,,motion_detected,,,30,2026-01-13 18:14:26,,1,,30,motion_detected
E1,,,,,E1_camera,,sensor,,E1,,plate_captured,,,30,2026-01-13 18:14:29,,AAA129,,30,plate_captured
E1,,,,,E1_camera,,sensor,,E1,,plate_captured,,,31,2026-01-13 18:15:00,,AAA130,,31,plate_captured
E1,,,,,E1_motion,,sensor,,E1,,motion_detected,,,32,2026-01-13 18:15:26,,1,,32,motion_detected
E1,,,,,E1_camera,,sensor,,E1,,plate_captured,,,32,2026-01-13 18:15:29,,AAA131,,32,plate_captured
E1,,,,,E1_motion,,sensor,,E1,,motion_detected,,,33,2026-01-13 18:15:56,,1,,33,motion_detected
E1,,,,,E1_camera,,sensor,,E1,,plate_captured,,,33,2026-01-13 18:15:57,,AAA132,,33,plate_captured
E1,,,,,E1_motion,,sensor,,E1,,motion_detected,,,34,2026-01-13 18:16:26,,1,,34,motion_detected
E1,,,,,E1_camera,,sensor,,E1,,plate_captured,,,34,2026-01-13 18:16:30,,AAA133,,34,plate_captured
E1,,,,,E1_motion,,sensor,,E1,,motion_detected,,,35,2026-01-13 18:16:56,,1,,35,motion_detected
E1,,,,,E1_camera,,sensor,,E1,,plate_captured,,,35,2026-01-13 18:16:58,,AAA134,,35,plate_captured
E1,,,,,E1_motion,,sensor,,E1,,motion_detected,,,36,2026-01-13 18:17:26,,1,,36,motion_detected
E1,,,,,E1_camera,,sensor,,E1,,plate_captured,,,36,2026-01-13 18:17:27,,AAA135,,36,plate_captured
E1,,,,,E1_motion,,sensor,,E1,,motion_detected,,,37,2026-01-13 18:17:56,,1,,37,motion_detected
E1,,,,,E1_camera,,sensor,,E1,,plate_captured,,,37,2026-01-13 18:17:57,,AAA136,,37,plate_captured
E1,,,,,E1_motion,,sensor,,E1,,motion_detected,,,38,2026-01-13 18:18:26,,1,,38,motion_detected
E1,,,,,E1_camera,,sensor,,E1,,plate_captured,,,38,2026-01-13 18:18:30,,AAA137,,38,plate_captured
E1,,,,,E1_motion,,sensor,,E1,,motion_detected,,,39,2026-01-13 18:18:56,,1,,39,motion_detected
E1,,,,,E1_camera,,sensor,,E1,,plate_captured,,,39,2026-01-13 18:18:57,,AAA138,,39,plate_captured
E1,,,,,E1_motion,,sensor,,E1,,motion_detected,,,40,2026-01-13 18:19:26,,1,,40,motion_detected
E1,,,,,E1_camera,,sensor,,E1,,plate_captured,,,40,2026-01-13 18:19:27,,AAA139,,40,plate_captured
E1,,,,,E1_motion,,sensor,,E1,,motion_detected,,,41,2026-01-13 18:19:56,,1,,41,motion_detected
E1,,,,,E1_camera,,sensor,,E1,,plate_captured,,,41,2026-01-13 18:19:58,,AAA140,,41,plate_captured
E1,,,,,E1_motion,,sensor,,E1,,motion_detected,,,42,2026-01-13 18:20:26,,1,,42,motion_detected
E1,,,,,E1_camera,,sensor,,E1,,plate_captured,,,42,2026-01-13 18:20:27,,AAA141,,42,plate_captured
E1,,,,,E1_motion,,sensor,,E1,,motion_detected,,,43,2026-01-13 18:20:56,,1,,43,motion_detected
E1,,,,,E1_camera,,sensor,,E1,,plate_captured,,,43,2026-01-13 18:20:57,,AAA142,,43,plate_captured
E1,,,,,E1_motion,,sensor,,E1,,motion_detected,,,44,2026-01-13 18:21:26,,1,,44,motion_detected
E1,,,,,E1_camera,,sensor,,E1,,plate_captured,,,44,2026-01-13 18:21:30,,AAA143,,44,plate_captured
E1,,,,,E1_motion,,sensor,,E1,,motion_detected,,,45,2026-01-13 18:21:56,,1,,45,motion_detected
E1,,,,,E1_camera,,sensor,,E1,,plate_captured,,,45,2026-01-13 18:22:00,,AAA144,,45,plate_captured
E1,,,,,E1_motion,,sensor,,E1,,motion_detected,,,46,2026-01-13 18:22:26,,1,,46,motion_detected
E1,,,,,E1_camera,,sensor,,E1,,plate_captured,,,46,2026-01-13 18:22:30,,AAA145,,46,plate_captured
E1,,,,,E1_motion,,sensor,,E1,,motion_detected,,,47,2026-01-13 18:22:56,,1,,47,motion_detected
E1,,,,,E1_camera,,sensor,,E1,,plate_captured,,,47,2026-01-13 18:22:59,,AAA146,,47,plate_captured
E1,,,,,E1_motion,,sensor,,E1,,motion_detected,,,48,2026-01-13 18:23:26,,1,,48,motion_detected
E1,,,,,E1_camera,,sensor,,E1,,plate_captured,,,48,2026-01-13 18:23:30,,AAA147,,48,plate_captured
E1,,,,,E1_motion,,sensor,,E1,,motion_detected,,,49,2026-01-13 18:23:56,,1,,49,motion_detected
E1,,,,,E1_motion,,sensor,,E1,,motion_detected,,,50,2026-01-13 18:24:26,,1,,50,motion_detected
E1,,,,,E1_camera,,sensor,,E1,,plate_captured,,,50,2026-01-13 18:24:30,,AAA149,,50,plate_captured
E1,,,,,E1_motion,,sensor,,E1,,motion_detected,,,51,2026-01-13 18:24:56,,1,,51,motion_detected
E1,,,,,E1_camera,,sensor,,E1,,plate_captured,,,51,2026-01-13 18:24:57,,AAA150,,51,plate_captured
E1,E2,,motion detected,E1,,,interaction,,,,E2_dim_alert_E1,52,E2_dim_alert_E1,,2026-01-13 18:54:38,,,E1,52,
E1,,E1_light,,,,ON,actuator,dim,E1,dimmed,dim,,,,2026-01-13 18:54:40,52,,,52,
E1,,,,,E1_camera,,sensor,,E1,,plate_captured,,,53,2026-01-13 22:00:04,,BBB201,,53,plate_captured
E1,,E1_light,,,,dimmed,actuator,turn_on,E1,ON,turn_on,,,,2026-01-13 22:00:07,53,,,53,
E1,E1,,motion detected,E2,,,interaction,,,,E1_turn_on_alert_E2,53,E1_turn_on_alert_E2,,2026-01-13 22:00:10,,,E1,53,
E1,E1,,motion detected,W1,,,interaction,,,,E1_turn_on_alert_W1,53,E1_turn_on_alert_W1,,2026-01-13 22:00:12,,,E1,53,
E1,E2,,motion detected,E1,,,interaction,,,,E2_dim_alert_E1,54,E2_dim_alert_E1,,2026-01-13 22:05:20,,,E1,54,
E1,,E1_light,,,,ON,actuator,dim,E1,dimmed,dim,,,,2026-01-13 22:05:23,54,,,54,
E1,,,,,E1_motion,,sensor,,E1,,motion_detected,,,55,2026-01-14 00:00:00,,1,,55,motion_detected
E1,,,,,E1_camera,,sensor,,E1,,plate_captured,,,55,2026-01-14 00:00:04,,BBB202,,55,plate_captured
E1,,E1_light,,,,dimmed,actuator,turn_on,E1,ON,turn_on,,,,2026-01-14 00:00:06,55,,,55,
E1,E1,,motion detected,E2,,,interaction,,,,E1_turn_on_alert_E2,55,E1_turn_on_alert_E2,,2026-01-14 00:00:09,,,E1,55,
E1,E1,,motion detected,W1,,,interaction,,,,E1_turn_on_alert_W1,55,E1_turn_on_alert_W1,,2026-01-14 00:00:13,,,E1,55,
E1,E2,,motion detected,E1,,,interaction,,,,E2_dim_alert_E1,56,E2_dim_alert_E1,,2026-01-14 00:05:11,,,E1,56,
E1,,E1_light,,,,ON,actuator,dim,E1,dimmed,dim,,,,2026-01-14 00:05:12,56,,,56,
E1,,,,,E1_motion,,sensor,,E1,,motion_detected,,,57,2026-01-14 02:00:00,,1,,57,motion_detected
E1,,,,,E1_camera,,sensor,,E1,,plate_captured,,,57,2026-01-14 02:00:03,,BBB203,,57,plate_captured
E1,,E1_light,,,,dimmed,actuator,turn_on,E1,ON,turn_on,,,,2026-01-14 02:00:07,57,,,57,
E1,E1,,motion detected,E2,,,interaction,,,,E1_turn_on_alert_E2,57,E1_turn_on_alert_E2,,2026-01-14 02:00:08,,,E1,57,
E1,E1,,motion detected,W1,,,interaction,,,,E1_turn_on_alert_W1,57,E1_turn_on_alert_W1,,2026-01-14 02:00:10,,,E1,57,
E1,,E1_light,,,,ON,actuator,dim,E1,dimmed,dim,,,,2026-01-14 02:05:21,58,,,58,
E1,,,,,E1_motion,,sensor,,E1,,motion_detected,,,59,2026-01-14 04:00:00,,1,,59,motion_detected
E1,,,,,E1_camera,,sensor,,E1,,plate_captured,,,59,2026-01-14 04:00:01,,BBB204,,59,plate_captured
E1,,E1_light,,,,dimmed,actuator,turn_on,E1,ON,turn_on,,,,2026-01-14 04:00:03,59,,,59,
E1,E1,,motion detected,E2,,,interaction,,,,E1_turn_on_alert_E2,59,E1_turn_on_alert_E2,,2026-01-14 04:00:05,,,E1,59,
E1,E2,,motion detected,E1,,,interaction,,,,E2_dim_alert_E1,60,E2_dim_alert_E1,,2026-01-14 04:05:10,,,E1,60,
E1,,,,,E1_motion,,sensor,,E1,,motion_detected,,,61,2026-01-14 06:00:00,,1,,61,motion_detected
E1,,,,,E1_camera,,sensor,,E1,,plate_captured,,,61,2026-01-14 06:00:01,,BBB205,,61,plate_captured
E1,,E1_light,,,,dimmed,actuator,turn_on,E1,ON,turn_on,,,,2026-01-14 06:00:04,61,,,61,
E1,E2,,motion detected,E1,,,interaction,,,,E2_dim_alert_E1,62,E2_dim_alert_E1,,2026-01-14 06:05:15,,,E1,62,
E1,,E1_light,,,,ON,actuator,dim,E1,dimmed,dim,,,,2026-01-14 06:05:18,62,,,62,
E1,,,,,E1_motion,,sensor,,E1,,motion_detected,,,63,2026-01-14 08:00:00,,1,,63,motion_detected
E1,,,,,E1_camera,,sensor,,E1,,plate_captured,,,63,2026-01-14 08:00:01,,BBB206,,63,plate_captured
E1,,E1_light,,,,dimmed,actuator,turn_on,E1,ON,turn_on,,,,2026-01-14 08:00:05,63,,,63,
E1,E1,,motion detected,W1,,,interaction,,,,E1_turn_on_alert_W1,64,E1_turn_on_alert_W1,,2026-01-14 08:00:10,,,E1,64,
E1,E2,,motion detected,E1,,,interaction,,,,E2_dim_alert_E1,65,E2_dim_alert_E1,,2026-01-14 08:05:12,,,E1,65,
E1,,E1_light,,,,ON,actuator,dim,E1,dimmed,dim,,,,2026-01-14 08:05:16,65,,,65,
E1,,,,,E1_motion,,sensor,,E1,,motion_detected,,,66,2026-01-14 10:00:00,,1,,66,motion_detected
E1,,,,,E1_camera,,sensor,,E1,,plate_captured,,,66,2026-01-14 10:00:04,,BBB207,,66,plate_captured
E1,,E1_light,,,,dimmed,actuator,turn_on,E1,ON,turn_on,,,,2026-01-14 10:00:06,66,,,66,
E1,E1,,motion detected,E2,,,interaction,,,,E1_turn_on_alert_E2,66,E1_turn_on_alert_E2,,2026-01-14 10:00:08,,,E1,66,
E1,E1,,motion detected,W1,,,interaction,,,,E1_turn_on_alert_W1,66,E1_turn_on_alert_W1,,2026-01-14 10:00:10,,,E1,66,
E1,E2,,motion detected,E1,,,interaction,,,,E2_dim_alert_E1,67,E2_dim_alert_E1,,2026-01-14 10:05:17,,,E1,67,
E1,,,,,E1_motion,,sensor,,E1,,motion_detected,,,68,2026-01-14 12:00:00,,1,,68,motion_detected
E1,,,,,E1_camera,,sensor,,E1,,plate_captured,,,68,2026-01-14 12:00:02,,BBB208,,68,plate_captured
E1,,E1_light,,,,dimmed,actuator,turn_on,E1,ON,turn_on,,,,2026-01-14 12:00:04,68,,,68,
E1,E1,,motion detected,E2,,,interaction,,,,E1_turn_on_alert_E2,68,E1_turn_on_alert_E2,,2026-01-14 12:00:05,,,E1,68,
E1,E1,,motion detected,W1,,,interaction,,,,E1_turn_on_alert_W1,68,E1_turn_on_alert_W1,,2026-01-14 12:00:09,,,E1,68,
E1,E2,,motion detected,E1,,,interaction,,,,E2_dim_alert_E1,69,E2_dim_alert_E1,,2026-01-14 12:05:14,,,E1,69,
E1,,E1_light,,,,ON,actuator,dim,E1,dimmed,dim,,,,2026-01-14 12:05:17,69,,,69,
E1,,,,,E1_motion,,sensor,,E1,,motion_detected,,,70,2026-01-14 14:00:00,,1,,70,motion_detected
E1,,,,,E1_camera,,sensor,,E1,,plate_captured,,,70,2026-01-14 14:00:03,,BBB209,,70,plate_captured
E1,,E1_light,,,,dimmed,actuator,turn_on,E1,ON,turn_on,,,,2026-01-14 14:00:06,70,,,70,
E1,E1,,motion detected,W1,,,interaction,,,,E1_turn_on_alert_W1,70,E1_turn_on_alert_W1,,2026-01-14 14:00:08,,,E1,70,
E1,E2,,motion detected,E1,,,interaction,,,,E2_dim_alert_E1,71,E2_dim_alert_E1,,2026-01-14 14:05:16,,,E1,71,
E1,,E1_light,,,,ON,actuator,dim,E1,dimmed,dim,,,,2026-01-14 14:05:17,71,,,71,
E1,,,,,E1_motion,,sensor,,E1,,motion_detected,,,72,2026-01-14 16:00:00,,1,,72,motion_detected
E1,,,,,E1_camera,,sensor,,E1,,plate_captured,,,72,2026-01-14 16:00:04,,BBB210,,72,plate_captured
E1,,E1_light,,,,dimmed,actuator,turn_on,E1,ON,turn_on,,,,2026-01-14 16:00:05,72,,,72,
E1,E1,,motion detected,E2,,,interaction,,,,E1_turn_on_alert_E2,72,E1_turn_on_alert_E2,,2026-01-14 16:00:08,,,E1,72,
E1,E1,,motion detected,W1,,,interaction,,,,E1_turn_on_alert_W1,72,E1_turn_on_alert_W1,,2026-01-14 16:00:09,,,E1,72,
E1,E2,,motion detected,E1,,,interaction,,,,E2_dim_alert_E1,73,E2_dim_alert_E1,,2026-01-14 16:05:16,,,E1,73,
E1,,,,,E1_motion,,sensor,,E1,,motion_detected,,,74,2026-01-14 18:00:00,,1,,74,motion_detected
E1,,,,,E1_camera,,sensor,,E1,,plate_captured,,,74,2026-01-14 18:00:01,,BBB211,,74,plate_captured
E1,,E1_light,,,,dimmed,actuator,turn_on,E1,ON,turn_on,,,,2026-01-14 18:00:04,74,,,74,
E1,E1,,motion detected,E2,,,interaction,,,,E1_turn_on_alert_E2,74,E1_turn_on_alert_E2,,2026-01-14 18:00:07,,,E1,74,
E1,E1,,motion detected,W1,,,interaction,,,,E1_turn_on_alert_W1,74,E1_turn_on_alert_W1,,2026-01-14 18:00:09,,,E1,74,
E1,E2,,motion detected,E1,,,interaction,,,,E2_dim_alert_E1,75,E2_dim_alert_E1,,2026-01-14 18:05:22,,,E1,75,
E1,,E1_light,,,,ON,actuator,dim,E1,dimmed,dim,,,,2026-01-14 18:05:23,75,,,75,
E1,,,,,E1_motion,,sensor,,E1,,motion_detected,,,76,2026-01-14 20:00:00,,1,,76,motion_detected
E1,,,,,E1_camera,,sensor,,E1,,plate_captured,,,76,2026-01-14 20:00:01,,BBB212,,76,plate_captured
E1,,E1_light,,,,dimmed,actuator,turn_on,E1,ON,turn_on,,,,2026-01-14 20:00:02,76,,,76,
E1,E1,,motion detected,E2,,,interaction,,,,E1_turn_on_alert_E2,76,E1_turn_on_alert_E2,,2026-01-14 20:00:04,,,E1,76,
E1,E2,,motion detected,E1,,,interaction,,,,E2_dim_alert_E1,77,E2_dim_alert_E1,,2026-01-14 20:05:12,,,E1,77,
E1,,E1_light,,,,ON,actuator,dim,E1,dimmed,dim,,,,2026-01-14 20:05:15,77,,,77,
E1,,,,,E1_motion,,sensor,,E1,,motion_detected,,,78,2026-01-14 22:00:00,,1,,78,motion_detected
E1,,,,,E1_camera,,sensor,,E1,,plate_captured,,,78,2026-01-14 22:00:03,,BBB213,,78,plate_captured
E1,,E1_light,,,,dimmed,actuator,turn_on,E1,ON,turn_on,,,,2026-01-14 22:00:07,78,,,78,
E1,E1,,motion detected,W1,,,interaction,,,,E1_turn_on_alert_W1,79,E1_turn_on_alert_W1,,2026-01-14 22:00:12,,,E1,79,
E1,E2,,motion detected,E1,,,interaction,,,,E2_dim_alert_E1,80,E2_dim_alert_E1,,2026-01-14 22:05:10,,,E1,80,
E1,,E1_light,,,,ON,actuator,dim,E1,dimmed,dim,,,,2026-01-14 22:05:11,80,,,80,
E1,,,,,E1_motion,,sensor,,E1,,motion_detected,,,81,2026-01-15 00:00:00,,1,,81,motion_detected
E1,,,,,E1_camera,,sensor,,E1,,plate_captured,,,81,2026-01-15 00:00:01,,BBB214,,81,plate_captured
E1,,E1_light,,,,dimmed,actuator,turn_on,E1,ON,turn_on,,,,2026-01-15 00:00:04,81,,,81,
E1,E1,,motion detected,E2,,,interaction,,,,E1_turn_on_alert_E2,81,E1_turn_on_alert_E2,,2026-01-15 00:00:05,,,E1,81,
E1,E1,,motion detected,W1,,,interaction,,,,E1_turn_on_alert_W1,81,E1_turn_on_alert_W1,,2026-01-15 00:00:08,,,E1,81,
E1,E2,,motion detected,E1,,,interaction,,,,E2_dim_alert_E1,82,E2_dim_alert_E1,,2026-01-15 00:05:12,,,E1,82,
E1,,E1_light,,,,ON,actuator,dim,E1,dimmed,dim,,,,2026-01-15 00:05:13,82,,,82,
E1,,,,,E1_motion,,sensor,,E1,,motion_detected,,,83,2026-01-15 02:00:00,,1,,83,motion_detected
E1,,,,,E1_camera,,sensor,,E1,,plate_captured,,,83,2026-01-15 02:00:04,,BBB215,,83,plate_captured
E1,,E1_light,,,,dimmed,actuator,turn_on,E1,ON,turn_on,,,,2026-01-15 02:00:05,83,,,83,
E1,E1,,motion detected,E2,,,interaction,,,,E1_turn_on_alert_E2,83,E1_turn_on_alert_E2,,2026-01-15 02:00:06,,,E1,83,
E1,E1,,motion detected,W1,,,interaction,,,,E1_turn_on_alert_W1,83,E1_turn_on_alert_W1,,2026-01-15 02:00:07,,,E1,83,
E1,E2,,motion detected,E1,,,interaction,,,,E2_dim_alert_E1,84,E2_dim_alert_E1,,2026-01-15 02:05:21,,,E1,84,
E1,,E1_light,,,,ON,actuator,dim,E1,dimmed,dim,,,,2026-01-15 02:05:23,84,,,84,
E1,,,,,E1_motion,,sensor,,E1,,motion_detected,,,85,2026-01-15 04:00:00,,1,,85,motion_detected
E1,,,,,E1_camera,,sensor,,E1,,plate_captured,,,85,2026-01-15 04:00:04,,BBB216,,85,plate_captured
E1,,E1_light,,,,dimmed,actuator,turn_on,E1,ON,turn_on,,,,2026-01-15 04:00:07,85,,,85,
E1,E1,,motion detected,E2,,,interaction,,,,E1_turn_on_alert_E2,85,E1_turn_on_alert_E2,,2026-01-15 04:00:10,,,E1,85,
E1,E2,,motion detected,E1,,,interaction,,,,E2_dim_alert_E1,86,E2_dim_alert_E1,,2026-01-15 04:05:10,,,E1,86,
E1,,E1_light,,,,ON,actuator,dim,E1,dimmed,dim,,,,2026-01-15 04:05:11,86,,,86,
E1,,,,,E1_motion,,sensor,,E1,,motion_detected,,,87,2026-01-15 06:00:00,,1,,87,motion_detected
E1,,,,,E1_camera,,sensor,,E1,,plate_captured,,,87,2026-01-15 06:00:04,,BBB217,,87,plate_captured
E1,,E1_light,,,,dimmed,actuator,turn_on,E1,ON,turn_on,,,,2026-01-15 06:00:08,87,,,87,
E1,E1,,motion detected,E2,,,interaction,,,,E1_turn_on_alert_E2,87,E1_turn_on_alert_E2,,2026-01-15 06:00:10,,,E1,87,
E1,E1,,motion detected,W1,,,interaction,,,,E1_turn_on_alert_W1,87,E1_turn_on_alert_W1,,2026-01-15 06:00:11,,,E1,87,
E1,E2,,motion detected,E1,,,interaction,,,,E2_dim_alert_E1,88,E2_dim_alert_E1,,2026-01-15 06:05:20,,,E1,88,
E1,,E1_light,,,,ON,actuator,dim,E1,dimmed,dim,,,,2026-01-15 06:05:24,88,,,88,
E1,,,,,E1_motion,,sensor,,E1,,motion_detected,,,89,2026-01-15 08:00:00,,1,,89,motion_detected
E1,,,,,E1_camera,,sensor,,E1,,plate_captured,,,89,2026-01-15 08:00:02,,BBB218,,89,plate_captured
E1,,E1_light,,,,dimmed,actuator,turn_on,E1,ON,turn_on,,,,2026-01-15 08:00:04,89,,,89,
E1,E1,,motion detected,E2,,,interaction,,,,E1_turn_on_alert_E2,89,E1_turn_on_alert_E2,,2026-01-15 08:00:06,,,E1,89,
E1,E2,,motion detected,E1,,,interaction,,,,E2_dim_alert_E1,90,E2_dim_alert_E1,,2026-01-15 08:05:11,,,E1,90,
E1,,E1_light,,,,ON,actuator,dim,E1,dimmed,dim,,,,2026-01-15 08:05:14,90,,,90,
E1,,,,,E1_motion,,sensor,,E1,,motion_detected,,,91,2026-01-15 10:00:00,,1,,91,motion_detected
E1,,,,,E1_camera,,sensor,,E1,,plate_captured,,,91,2026-01-15 10:00:02,,BBB219,,91,plate_captured
E1,E1,,motion detected,E2,,,interaction,,,,E1_turn_on_alert_E2,92,E1_turn_on_alert_E2,,2026-01-15 10:00:09,,,E1,92,
E1,E1,,motion detected,W1,,,interaction,,,,E1_turn_on_alert_W1,92,E1_turn_on_alert_W1,,2026-01-15 10:00:13,,,E1,92,
E1,E2,,motion detected,E1,,,interaction,,,,E2_dim_alert_E1,93,E2_dim_alert_E1,,2026-01-15 10:05:19,,,E1,93,
E1,,E1_light,,,,ON,actuator,dim,E1,dimmed,dim,,,,2026-01-15 10:05:21,93,,,93,
E1,,,,,E1_camera,,sensor,,E1,,plate_captured,,,94,2026-01-15 12:00:04,,BBB220,,94,plate_captured
E1,,E1_light,,,,dimmed,actuator,turn_on,E1,ON,turn_on,,,,2026-01-15 12:00:08,94,,,94,
