device,d_s,id,m_i,d_t,sid,s_pre,type,a_cmd,d,s_post,a,c_i,a_i,c_s,t,c_a,val,d_p,c,a_s
E2,,,,,E2_camera,,sensor,,E2,,plate_captured,,,176,2026-01-13 18:37:59,,AAA117,,176,plate_captured
E2,,,,,E2_motion,,sensor,,E2,,motion_detected,,,177,2026-01-13 18:38:27,,1,,177,motion_detected
E2,,,,,E2_camera,,sensor,,E2,,plate_captured,,,177,2026-01-13 18:38:30,,AAA118,,177,plate_captured
E2,,,,,E2_motion,,sensor,,E2,,motion_detected,,,178,2026-01-13 18:38:57,,1,,178,motion_detected
E2,,,,,E2_camera,,sensor,,E2,,plate_captured,,,178,2026-01-13 18:38:59,,AAA119,,178,plate_captured
E2,,,,,E2_motion,,sensor,,E2,,motion_detected,,,179,2026-01-13 18:39:27,,1,,179,motion_detected
E2,,,,,E2_camera,,sensor,,E2,,plate_captured,,,179,2026-01-13 18:39:28,,AAA120,,179,plate_captured
E2,,,,,E2_motion,,sensor,,E2,,motion_detected,,,180,2026-01-13 18:39:57,,1,,180,motion_detected
E2,,,,,E2_camera,,sensor,,E2,,plate_captured,,,180,2026-01-13 18:39:58,,AAA121,,180,plate_captured
E2,,,,,E2_motion,,sensor,,E2,,motion_detected,,,181,2026-01-13 18:40:27,,1,,181,motion_detected
E2,,,,,E2_camera,,sensor,,E2,,plate_captured,,,181,2026-01-13 18:40:30,,AAA122,,181,plate_captured
E2,,,,,E2_motion,,sensor,,E2,,motion_detected,,,182,2026-01-13 18:40:57,,1,,182,motion_detected
E2,,,,,E2_motion,,sensor,,E2,,motion_detected,,,183,2026-01-13 18:41:27,,1,,183,motion_detected
E2,,,,,E2_camera,,sensor,,E2,,plate_captured,,,183,2026-01-13 18:41:28,,AAA124,,183,plate_captured
E2,,,,,E2_motion,,sensor,,E2,,motion_detected,,,184,2026-01-13 18:41:57,,1,,184,motion_detected
E2,,,,,E2_camera,,sensor,,E2,,plate_captured,,,184,2026-01-13 18:42:01,,AAA125,,184,plate_captured
E2,,,,,E2_motion,,sensor,,E2,,motion_detected,,,185,2026-01-13 18:42:27,,1,,185,motion_detected
E2,,,,,E2_camera,,sensor,,E2,,plate_captured,,,185,2026-01-13 18:42:31,,AAA126,,185,plate_captured
E2,,,,,E2_motion,,sensor,,E2,,motion_detected,,,186,2026-01-13 18:42:57,,1,,186,motion_detected
E2,,,,,E2_camera,,sensor,,E2,,plate_captured,,,186,2026-01-13 18:43:00,,AAA127,,186,plate_captured
E2,,,,,E2_motion,,sensor,,E2,,motion_detected,,,187,2026-01-13 18:43:27,,1,,187,motion_detected
E2,,,,,E2_camera,,sensor,,E2,,plate_captured,,,187,2026-01-13 18:43:30,,AAA128,,187,plate_captured
E2,,,,,E2_motion,,sensor,,E2,,motion_detected,,,188,2026-01-13 18:43:57,,1,,188,motion_detected
E2,,,,,E2_camera,,sensor,,E2,,plate_captured,,,188,2026-01-13 18:44:01,,AAA129,,188,plate_captured
E2,,,,,E2_motion,,sensor,,E2,,motion_detected,,,189,2026-01-13 18:44:27,,1,,189,motion_detected
E2,,,,,E2_camera,,sensor,,E2,,plate_captured,,,189,2026-01-13 18:44:29,,AAA130,,189,plate_captured
E2,,,,,E2_motion,,sensor,,E2,,motion_detected,,,190,2026-01-13 18:44:57,,1,,190,motion_detected
E2,,,,,E2_camera,,sensor,,E2,,plate_captured,,,190,2026-01-13 18:44:58,,AAA131,,190,plate_captured
E2,,,,,E2_motion,,sensor,,E2,,motion_detected,,,191,2026-01-13 18:45:27,,1,,191,motion_detected
E2,,,,,E2_motion,,sensor,,E2,,motion_detected,,,192,2026-01-13 18:45:57,,1,,192,motion_detected
E2,,,,,E2_camera,,sensor,,E2,,plate_captured,,,192,2026-01-13 18:46:00,,AAA133,,192,plate_captured
E2,,,,,E2_motion,,sensor,,E2,,motion_detected,,,193,2026-01-13 18:46:27,,1,,193,motion_detected
E2,,,,,E2_motion,,sensor,,E2,,motion_detected,,,194,2026-01-13 18:46:57,,1,,194,motion_detected
E2,,,,,E2_camera,,sensor,,E2,,plate_captured,,,194,2026-01-13 18:46:59,,AAA135,,194,plate_captured
E2,,,,,E2_motion,,sensor,,E2,,motion_detected,,,195,2026-01-13 18:47:27,,1,,195,motion_detected
E2,,,,,E2_camera,,sensor,,E2,,plate_captured,,,195,2026-01-13 18:47:30,,AAA136,,195,plate_captured
E2,,,,,E2_motion,,sensor,,E2,,motion_detected,,,196,2026-01-13 18:47:57,,1,,196,motion_detected
E2,,,,,E2_camera,,sensor,,E2,,plate_captured,,,196,2026-01-13 18:48:01,,AAA137,,196,plate_captured
E2,,,,,E2_motion,,sensor,,E2,,motion_detected,,,197,2026-01-13 18:48:27,,1,,197,motion_detected
E2,,,,,E2_camera,,sensor,,E2,,plate_captured,,,197,2026-01-13 18:48:30,,AAA138,,197,plate_captured
E2,,,,,E2_motion,,sensor,,E2,,motion_detected,,,198,2026-01-13 18:48:57,,1,,198,motion_detected
E2,,,,,E2_camera,,sensor,,E2,,plate_captured,,,198,2026-01-13 18:49:01,,AAA139,,198,plate_captured
E2,,,,,E2_motion,,sensor,,E2,,motion_detected,,,199,2026-01-13 18:49:27,,1,,199,motion_detected
E2,,,,,E2_camera,,sensor,,E2,,plate_captured,,,199,2026-01-13 18:49:30,,AAA140,,199,plate_captured
E2,,,,,E2_motion,,sensor,,E2,,motion_detected,,,200,2026-01-13 18:50:27,,1,,200,motion_detected
E2,,,,,E2_camera,,sensor,,E2,,plate_captured,,,200,2026-01-13 18:50:28,,AAA142,,200,plate_captured
E2,,,,,E2_motion,,sensor,,E2,,motion_detected,,,201,2026-01-13 18:50:57,,1,,201,motion_detected
E2,,,,,E2_camera,,sensor,,E2,,plate_captured,,,201,2026-01-13 18:51:00,,AAA143,,201,plate_captured
E2,,,,,E2_motion,,sensor,,E2,,motion_detected,,,202,2026-01-13 18:51:27,,1,,202,motion_detected
E2,,,,,E2_camera,,sensor,,E2,,plate_captured,,,202,2026-01-13 18:51:29,,AAA144,,202,plate_captured
E2,,,,,E2_motion,,sensor,,E2,,motion_detected,,,203,2026-01-13 18:51:57,,1,,203,motion_detected
E2,,,,,E2_motion,,sensor,,E2,,motion_detected,,,204,2026-01-13 18:52:27,,1,,204,motion_detected
E2,,,,,E2_camera,,sensor,,E2,,plate_captured,,,204,2026-01-13 18:52:31,,AAA146,,204,plate_captured
E2,,,,,E2_motion,,sensor,,E2,,motion_detected,,,205,2026-01-13 18:52:57,,1,,205,motion_detected
E2,,,,,E2_camera,,sensor,,E2,,plate_captured,,,205,2026-01-13 18:52:59,,AAA147,,205,plate_captured
E2,,,,,E2_motion,,sensor,,E2,,motion_detected,,,206,2026-01-13 18:53:27,,1,,206,motion_detected
E2,,,,,E2_camera,,sensor,,E2,,plate_captured,,,206,2026-01-13 18:53:29,,AAA148,,206,plate_captured
E2,,,,,E2_camera,,sensor,,E2,,plate_captured,,,207,2026-01-13 18:54:00,,AAA149,,207,plate_captured
E2,,,,,E2_camera,,sensor,,E2,,plate_captured,,,208,2026-01-13 18:54:28,,AAA150,,208,plate_captured
E2,,E2_light,,,,ON,actuator,dim,E2,dimmed,dim,,,,2026-01-13 18:54:31,208,,,208,
E2,E2,,motion detected,E1,,,interaction,,,,E2_dim_alert_E1,208,E2_dim_alert_E1,,2026-01-13 18:54:32,,,E2,208,
E2,E2,,motion detected,W1,,,interaction,,,,E2_dim_alert_W1,208,E2_dim_alert_W1,,2026-01-13 18:54:35,,,E2,208,
E2,E1,,motion detected,E2,,,interaction,,,,E1_turn_on_alert_E2,209,E1_turn_on_alert_E2,,2026-01-13 22:00:24,,,E2,209,
E2,,E2_light,,,,dimmed,actuator,turn_on,E2,ON,turn_on,,,,2026-01-13 22:00:25,209,,,209,
E2,,,,,E2_motion,,sensor,,E2,,motion_detected,,,210,2026-01-13 22:05:00,,1,,210,motion_detected
E2,,,,,E2_camera,,sensor,,E2,,plate_captured,,,210,2026-01-13 22:05:01,,BBB201,,210,plate_captured
E2,,E2_light,,,,ON,actuator,dim,E2,dimmed,dim,,,,2026-01-13 22:05:04,210,,,210,
E2,E2,,motion detected,E1,,,interaction,,,,E2_dim_alert_E1,210,E2_dim_alert_E1,,2026-01-13 22:05:08,,,E2,210,
E2,E2,,motion detected,W1,,,interaction,,,,E2_dim_alert_W1,210,E2_dim_alert_W1,,2026-01-13 22:05:12,,,E2,210,
E2,E1,,motion detected,E2,,,interaction,,,,E1_turn_on_alert_E2,211,E1_turn_on_alert_E2,,2026-01-14 00:00:15,,,E2,211,
E2,,E2_light,,,,dimmed,actuator,turn_on,E2,ON,turn_on,,,,2026-01-14 00:00:19,211,,,211,
E2,,,,,E2_motion,,sensor,,E2,,motion_detected,,,212,2026-01-14 00:05:00,,1,,212,motion_detected
E2,,,,,E2_camera,,sensor,,E2,,plate_captured,,,212,2026-01-14 00:05:03,,BBB202,,212,plate_captured
E2,,E2_light,,,,ON,actuator,dim,E2,dimmed,dim,,,,2026-01-14 00:05:04,212,,,212,
E2,E2,,motion detected,E1,,,interaction,,,,E2_dim_alert_E1,212,E2_dim_alert_E1,,2026-01-14 00:05:05,,,E2,212,
E2,E2,,motion detected,W1,,,interaction,,,,E2_dim_alert_W1,212,E2_dim_alert_W1,,2026-01-14 00:05:08,,,E2,212,
E2,E1,,motion detected,E2,,,interaction,,,,E1_turn_on_alert_E2,213,E1_turn_on_alert_E2,,2026-01-14 02:00:20,,,E2,213,
E2,,E2_light,,,,dimmed,actuator,turn_on,E2,ON,turn_on,,,,2026-01-14 02:00:24,213,,,213,
E2,,,,,E2_motion,,sensor,,E2,,motion_detected,,,214,2026-01-14 02:05:00,,1,,214,motion_detected
E2,,,,,E2_camera,,sensor,,E2,,plate_captured,,,214,2026-01-14 02:05:03,,BBB203,,214,plate_captured
E2,,E2_light,,,,ON,actuator,dim,E2,dimmed,dim,,,,2026-01-14 02:05:07,214,,,214,
E2,E2,,motion detected,E1,,,interaction,,,,E2_dim_alert_E1,214,E2_dim_alert_E1,,2026-01-14 02:05:10,,,E2,214,
E2,E2,,motion detected,W1,,,interaction,,,,E2_dim_alert_W1,214,E2_dim_alert_W1,,2026-01-14 02:05:12,,,E2,214,
E2,E1,,motion detected,E2,,,interaction,,,,E1_turn_on_alert_E2,215,E1_turn_on_alert_E2,,2026-01-14 04:00:11,,,E2,215,
E2,,,,,E2_camera,,sensor,,E2,,plate_captured,,,216,2026-01-14 04:05:01,,BBB204,,216,plate_captured
E2,,E2_light,,,,ON,actuator,dim,E2,dimmed,dim,,,,2026-01-14 04:05:03,216,,,216,
E2,E2,,motion detected,E1,,,interaction,,,,E2_dim_alert_E1,216,E2_dim_alert_E1,,2026-01-14 04:05:07,,,E2,216,
E2,E2,,motion detected,W1,,,interaction,,,,E2_dim_alert_W1,216,E2_dim_alert_W1,,2026-01-14 04:05:09,,,E2,216,
E2,E1,,motion detected,E2,,,interaction,,,,E1_turn_on_alert_E2,217,E1_turn_on_alert_E2,,2026-01-14 06:00:14,,,E2,217,
E2,,E2_light,,,,dimmed,actuator,turn_on,E2,ON,turn_on,,,,2026-01-14 06:00:16,217,,,217,
E2,,,,,E2_motion,,sensor,,E2,,motion_detected,,,218,2026-01-14 06:05:00,,1,,218,motion_detected
E2,,,,,E2_camera,,sensor,,E2,,plate_captured,,,218,2026-01-14 06:05:03,,BBB205,,218,plate_captured
E2,,E2_light,,,,ON,actuator,dim,E2,dimmed,dim,,,,2026-01-14 06:05:04,218,,,218,
E2,E2,,motion detected,E1,,,interaction,,,,E2_dim_alert_E1,218,E2_dim_alert_E1,,2026-01-14 06:05:05,,,E2,218,
E2,E2,,motion detected,W1,,,interaction,,,,E2_dim_alert_W1,218,E2_dim_alert_W1,,2026-01-14 06:05:08,,,E2,218,
E2,E1,,motion detected,E2,,,interaction,,,,E1_turn_on_alert_E2,219,E1_turn_on_alert_E2,,2026-01-14 08:00:14,,,E2,219,
E2,,E2_light,,,,dimmed,actuator,turn_on,E2,ON,turn_on,,,,2026-01-14 08:00:15,219,,,219,
E2,,,,,E2_motion,,sensor,,E2,,motion_detected,,,220,2026-01-14 08:05:00,,1,,220,motion_detected
E2,,,,,E2_camera,,sensor,,E2,,plate_captured,,,220,2026-01-14 08:05:02,,BBB206,,220,plate_captured
E2,,E2_light,,,,ON,actuator,dim,E2,dimmed,dim,,,,2026-01-14 08:05:05,220,,,220,
E2,E2,,motion detected,E1,,,interaction,,,,E2_dim_alert_E1,220,E2_dim_alert_E1,,2026-01-14 08:05:07,,,E2,220,
E2,E2,,motion detected,W1,,,interaction,,,,E2_dim_alert_W1,220,E2_dim_alert_W1,,2026-01-14 08:05:08,,,E2,220,
E2,E1,,motion detected,E2,,,interaction,,,,E1_turn_on_alert_E2,221,E1_turn_on_alert_E2,,2026-01-14 10:00:20,,,E2,221,
E2,,,,,E2_motion,,sensor,,E2,,motion_detected,,,222,2026-01-14 10:05:00,,1,,222,motion_detected
E2,,,,,E2_camera,,sensor,,E2,,plate_captured,,,222,2026-01-14 10:05:01,,BBB207,,222,plate_captured
E2,,E2_light,,,,ON,actuator,dim,E2,dimmed,dim,,,,2026-01-14 10:05:05,222,,,222,
E2,E2,,motion detected,E1,,,interaction,,,,E2_dim_alert_E1,222,E2_dim_alert_E1,,2026-01-14 10:05:08,,,E2,222,
E2,E2,,motion detected,W1,,,interaction,,,,E2_dim_alert_W1,222,E2_dim_alert_W1,,2026-01-14 10:05:10,,,E2,222,
E2,E1,,motion detected,E2,,,interaction,,,,E1_turn_on_alert_E2,223,E1_turn_on_alert_E2,,2026-01-14 12:00:11,,,E2,223,
E2,,E2_light,,,,dimmed,actuator,turn_on,E2,ON,turn_on,,,,2026-01-14 12:00:15,223,,,223,
E2,,,,,E2_camera,,sensor,,E2,,plate_captured,,,224,2026-01-14 12:05:01,,BBB208,,224,plate_captured
E2,,E2_light,,,,ON,actuator,dim,E2,dimmed,dim,,,,2026-01-14 12:05:05,224,,,224,
E2,E2,,motion detected,E1,,,interaction,,,,E2_dim_alert_E1,224,E2_dim_alert_E1,,2026-01-14 12:05:09,,,E2,224,
E2,E2,,motion detected,W1,,,interaction,,,,E2_dim_alert_W1,224,E2_dim_alert_W1,,2026-01-14 12:05:11,,,E2,224,
E2,E1,,motion detected,E2,,,interaction,,,,E1_turn_on_alert_E2,225,E1_turn_on_alert_E2,,2026-01-14 14:00:17,,,E2,225,
E2,,E2_light,,,,dimmed,actuator,turn_on,E2,ON,turn_on,,,,2026-01-14 14:00:21,225,,,225,
E2,,,,,E2_motion,,sensor,,E2,,motion_detected,,,226,2026-01-14 14:05:00,,1,,226,motion_detected
E2,,,,,E2_camera,,sensor,,E2,,plate_captured,,,226,2026-01-14 14:05:02,,BBB209,,226,plate_captured
E2,,E2_light,,,,ON,actuator,dim,E2,dimmed,dim,,,,2026-01-14 14:05:04,226,,,226,
E2,E2,,motion detected,E1,,,interaction,,,,E2_dim_alert_E1,226,E2_dim_alert_E1,,2026-01-14 14:05:06,,,E2,226,
E2,E2,,motion detected,W1,,,interaction,,,,E2_dim_alert_W1,226,E2_dim_alert_W1,,2026-01-14 14:05:07,,,E2,226,
E2,E1,,motion detected,E2,,,interaction,,,,E1_turn_on_alert_E2,227,E1_turn_on_alert_E2,,2026-01-14 16:00:11,,,E2,227,
E2,,E2_light,,,,dimmed,actuator,turn_on,E2,ON,turn_on,,,,2026-01-14 16:00:15,227,,,227,
E2,,,,,E2_motion,,sensor,,E2,,motion_detected,,,228,2026-01-14 16:05:00,,1,,228,motion_detected
E2,,,,,E2_camera,,sensor,,E2,,plate_captured,,,228,2026-01-14 16:05:03,,BBB210,,228,plate_captured
E2,,E2_light,,,,ON,actuator,dim,E2,dimmed,dim,,,,2026-01-14 16:05:07,228,,,228,
E2,E2,,motion detected,W1,,,interaction,,,,E2_dim_alert_W1,229,E2_dim_alert_W1,,2026-01-14 16:05:15,,,E2,229,
E2,E1,,motion detected,E2,,,interaction,,,,E1_turn_on_alert_E2,230,E1_turn_on_alert_E2,,2026-01-14 18:00:14,,,E2,230,
E2,,E2_light,,,,dimmed,actuator,turn_on,E2,ON,turn_on,,,,2026-01-14 18:00:16,230,,,230,
E2,,,,,E2_motion,,sensor,,E2,,motion_detected,,,231,2026-01-14 18:05:00,,1,,231,motion_detected
E2,,,,,E2_camera,,sensor,,E2,,plate_captured,,,231,2026-01-14 18:05:03,,BBB211,,231,plate_captured
E2,,E2_light,,,,ON,actuator,dim,E2,dimmed,dim,,,,2026-01-14 18:05:06,231,,,231,
E2,E2,,motion detected,E1,,,interaction,,,,E2_dim_alert_E1,231,E2_dim_alert_E1,,2026-01-14 18:05:10,,,E2,231,
E2,E2,,motion detected,W1,,,interaction,,,,E2_dim_alert_W1,231,E2_dim_alert_W1,,2026-01-14 18:05:14,,,E2,231,
E2,E1,,motion detected,E2,,,interaction,,,,E1_turn_on_alert_E2,232,E1_turn_on_alert_E2,,2026-01-14 20:00:07,,,E2,232,
E2,,E2_light,,,,dimmed,actuator,turn_on,E2,ON,turn_on,,,,2026-01-14 20:00:10,232,,,232,
E2,,,,,E2_motion,,sensor,,E2,,motion_detected,,,233,2026-01-14 20:05:00,,1,,233,motion_detected
E2,,,,,E2_camera,,sensor,,E2,,plate_captured,,,233,2026-01-14 20:05:04,,BBB212,,233,plate_captured
E2,,E2_light,,,,ON,actuator,dim,E2,dimmed,dim,,,,2026-01-14 20:05:05,233,,,233,
E2,E2,,motion detected,E1,,,interaction,,,,E2_dim_alert_E1,233,E2_dim_alert_E1,,2026-01-14 20:05:09,,,E2,233,
E2,E2,,motion detected,W1,,,interaction,,,,E2_dim_alert_W1,233,E2_dim_alert_W1,,2026-01-14 20:05:10,,,E2,233,
E2,E1,,motion detected,E2,,,interaction,,,,E1_turn_on_alert_E2,234,E1_turn_on_alert_E2,,2026-01-14 22:00:23,,,E2,234,
E2,,E2_light,,,,dimmed,actuator,turn_on,E2,ON,turn_on,,,,2026-01-14 22:00:27,234,,,234,
E2,,,,,E2_motion,,sensor,,E2,,motion_detected,,,235,2026-01-14 22:05:00,,1,,235,motion_detected
E2,,,,,E2_camera,,sensor,,E2,,plate_captured,,,235,2026-01-14 22:05:02,,BBB213,,235,plate_captured
E2,,E2_light,,,,ON,actuator,dim,E2,dimmed,dim,,,,2026-01-14 22:05:03,235,,,235,
E2,E2,,motion detected,E1,,,interaction,,,,E2_dim_alert_E1,235,E2_dim_alert_E1,,2026-01-14 22:05:04,,,E2,235,
E2,E2,,motion detected,W1,,,interaction,,,,E2_dim_alert_W1,235,E2_dim_alert_W1,,2026-01-14 22:05:05,,,E2,235,
E2,E1,,motion detected,E2,,,interaction,,,,E1_turn_on_alert_E2,236,E1_turn_on_alert_E2,,2026-01-15 00:00:09,,,E2,236,
E2,,E2_light,,,,dimmed,actuator,turn_on,E2,ON,turn_on,,,,2026-01-15 00:00:13,236,,,236,
E2,,,,,E2_motion,,sensor,,E2,,motion_detected,,,237,2026-01-15 00:05:00,,1,,237,motion_detected
E2,,,,,E2_camera,,sensor,,E2,,plate_captured,,,237,2026-01-15 00:05:01,,BBB214,,237,plate_captured
E2,,E2_light,,,,ON,actuator,dim,E2,dimmed,dim,,,,2026-01-15 00:05:05,237,,,237,
E2,E1,,motion detected,E2,,,interaction,,,,E1_turn_on_alert_E2,238,E1_turn_on_alert_E2,,2026-01-15 02:00:15,,,E2,238,
E2,,E2_light,,,,dimmed,actuator,turn_on,E2,ON,turn_on,,,,2026-01-15 02:00:18,238,,,238,
E2,,,,,E2_motion,,sensor,,E2,,motion_detected,,,239,2026-01-15 02:05:00,,1,,239,motion_detected
E2,,,,,E2_camera,,sensor,,E2,,plate_captured,,,239,2026-01-15 02:05:04,,BBB215,,239,plate_captured
E2,,E2_light,,,,ON,actuator,dim,E2,dimmed,dim,,,,2026-01-15 02:05:07,239,,,239,
E2,E2,,motion detected,E1,,,interaction,,,,E2_dim_alert_E1,239,E2_dim_alert_E1,,2026-01-15 02:05:11,,,E2,239,
E2,E2,,motion detected,W1,,,interaction,,,,E2_dim_alert_W1,239,E2_dim_alert_W1,,2026-01-15 02:05:15,,,E2,239,
E2,E1,,motion detected,E2,,,interaction,,,,E1_turn_on_alert_E2,240,E1_turn_on_alert_E2,,2026-01-15 04:00:14,,,E2,240,
E2,,E2_light,,,,dimmed,actuator,turn_on,E2,ON,turn_on,,,,2026-01-15 04:00:15,240,,,240,
E2,,,,,E2_camera,,sensor,,E2,,plate_captured,,,241,2026-01-15 04:05:02,,BBB216,,241,plate_captured
E2,,E2_light,,,,ON,actuator,dim,E2,dimmed,dim,,,,2026-01-15 04:05:03,241,,,241,
E2,E2,,motion detected,E1,,,interaction,,,,E2_dim_alert_E1,241,E2_dim_alert_E1,,2026-01-15 04:05:04,,,E2,241,
E2,,E2_light,,,,dimmed,actuator,turn_on,E2,ON,turn_on,,,,2026-01-15 06:00:20,242,,,242,
E2,,,,,E2_motion,,sensor,,E2,,motion_detected,,,243,2026-01-15 06:05:00,,1,,243,motion_detected
E2,,,,,E2_camera,,sensor,,E2,,plate_captured,,,243,2026-01-15 06:05:02,,BBB217,,243,plate_captured
E2,,E2_light,,,,ON,actuator,dim,E2,dimmed,dim,,,,2026-01-15 06:05:06,243,,,243,
E2,E2,,motion detected,E1,,,interaction,,,,E2_dim_alert_E1,243,E2_dim_alert_E1,,2026-01-15 06:05:09,,,E2,243,
E2,E2,,motion detected,W1,,,interaction,,,,E2_dim_alert_W1,243,E2_dim_alert_W1,,2026-01-15 06:05:13,,,E2,243,
E2,E1,,motion detected,E2,,,interaction,,,,E1_turn_on_alert_E2,244,E1_turn_on_alert_E2,,2026-01-15 08:00:11,,,E2,244,
E2,,E2_light,,,,dimmed,actuator,turn_on,E2,ON,turn_on,,,,2026-01-15 08:00:13,244,,,244,
E2,,,,,E2_motion,,sensor,,E2,,motion_detected,,,245,2026-01-15 08:05:00,,1,,245,motion_detected
E2,,,,,E2_camera,,sensor,,E2,,plate_captured,,,245,2026-01-15 08:05:03,,BBB218,,245,plate_captured
E2,E2,,motion detected,E1,,,interaction,,,,E2_dim_alert_E1,245,E2_dim_alert_E1,,2026-01-15 08:05:05,,,E2,245,
E2,E1,,motion detected,E2,,,interaction,,,,E1_turn_on_alert_E2,246,E1_turn_on_alert_E2,,2026-01-15 10:00:20,,,E2,246,
E2,,E2_light,,,,dimmed,actuator,turn_on,E2,ON,turn_on,,,,2026-01-15 10:00:23,246,,,246,
E2,,,,,E2_motion,,sensor,,E2,,motion_detected,,,247,2026-01-15 10:05:00,,1,,247,motion_detected
E2,,,,,E2_camera,,sensor,,E2,,plate_captured,,,247,2026-01-15 10:05:03,,BBB219,,247,plate_captured
E2,,E2_light,,,,ON,actuator,dim,E2,dimmed,dim,,,,2026-01-15 10:05:06,247,,,247,
E2,E2,,motion detected,E1,,,interaction,,,,E2_dim_alert_E1,247,E2_dim_alert_E1,,2026-01-15 10:05:10,,,E2,247,
E2,E2,,motion detected,W1,,,interaction,,,,E2_dim_alert_W1,247,E2_dim_alert_W1,,2026-01-15 10:05:12,,,E2,247,
E2,E1,,motion detected,E2,,,interaction,,,,E1_turn_on_alert_E2,248,E1_turn_on_alert_E2,,2026-01-15 12:00:12,,,E2,248,
E2,,E2_light,,,,dimmed,actuator,turn_on,E2,ON,turn_on,,,,2026-01-15 12:00:13,248,,,248,
E2,,,,,E2_motion,,sensor,,E2,,motion_detected,,,249,2026-01-15 12:05:00,,1,,249,motion_detected
E2,,,,,E2_camera,,sensor,,E2,,plate_captured,,,249,2026-01-15 12:05:03,,BBB220,,249,plate_captured
E2,E2,,motion detected,E1,,,interaction,,,,E2_dim_alert_E1,250,E2_dim_alert_E1,,2026-01-15 12:05:09,,,E2,250,
